Grade Distribution for Fall 2011 Undergraduate Courses at UC Berkeley,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Academic Year: 2011-2012,,,,,,,,,,,,,,,,,,,,,,,,
Semester: Fall,,,,,,,,,,,,,,,,,,,,,,,,
Course Type: Primary,,,,,,,,,,,,,,,,,,,,,,,,
Course Level: 0-199,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
AVC-BRP: Office of Planning and Analysis (Jenna Allen) 4/13/2012,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
DEPT,COURSE,COURSE NUMBER,COURSE SECTION,COURSE DESCRIPTION,INSTRUCTOR NAME,COURSE CONTROL NUMBER,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,PASS,NO PASS,TOTAL P/NP,INCOMPLETES,TOTAL GRADES FOR COURSE
HAASBUS,UGBA, 196,003,SPEC TOPICS BUS ADM,"DWYER, D          ",08509,0,2,12,8,4,3,0,0,0,0,0,0,0,2,0,2,0,31
HAASBUS,UGBA, 196,005,SPEC TOPICS BUS ADM,"WORTHINGTON, C A  ",08515,0,3,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15
HAASBUS,UGBA, 196,006,SPEC TOPICS BUS ADM,"HIMELSTEIN, D A   ",08518,1,1,8,5,4,2,0,0,0,0,0,0,0,0,0,0,0,21
HAASBUS,UGBA, 198,005,DIRECTED GROUP STDY,"ROBERTS, K A      ",08533,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,17,0,17
HAASBUS,UGBA, 198,008,DIRECTED GROUP STDY,"SCHULTZ, F C      ",08542,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,25,0,25
HAASBUS,UGBA, 198,010,DIRECTED GROUP STDY,"MOAZZAMI, R       ",08548,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,23,0,23
HAASBUS,UGBA, 198,015,DIRECTED GROUP STDY,"FUCHS, W          ",08563,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,12,0,12
HAASBUS,UGBA, 198,017,DIRECTED GROUP STDY,"BROOKS, R Y       ",08568,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,1,15
HAASBUS,UGBA, 198,018,DIRECTED GROUP STDY,"SCHROTH, H A      ",08058,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,26,0,26
HISTART,HISTART, 034,001,ARTS OF CHINA      ,"BERGER, P A       ",04824,0,18,11,12,5,0,1,1,0,1,1,0,0,13,0,13,0,63
HISTART,HISTART, 041,001,GREEK AND ROMAN ART,"ALLEN, M          ",04845,8,18,11,8,4,3,2,2,1,0,1,0,0,10,2,12,0,70
HISTART,HISTART, 100,001,THEORIES & METHODS ,"DAVIS, W M        ",04857,0,11,11,14,24,7,2,3,0,0,0,0,4,1,0,1,1,78
HISTART,HISTART, 134A,001,ART-JAPANESE TEMPLE,"LEVINE, G P       ",04890,1,5,13,10,10,0,1,0,0,1,0,0,1,5,1,6,1,49
HISTART,HISTART, 166,001,VAN EYCK/BRUEGHEL  ,"HONIG, E A        ",04914,0,5,8,8,12,6,6,4,2,2,1,0,0,0,0,0,0,54
HISTART,HISTART, 170,001,SOUTH BAROQUE ART  ,"OLSON, T P        ",04926,0,9,37,7,1,0,0,0,0,0,0,0,2,5,1,6,0,62
HISTART,HISTART, 186C,001,LATER 20TH CENT ART,"BRYAN-WILSON, J Q ",04941,9,17,25,9,9,5,2,0,0,0,1,0,1,13,1,14,0,92
HISTART,HISTART, 190B,001,ANCIENT            ,"PIERACCINI, L     ",04929,0,7,8,2,3,4,3,1,3,0,0,0,0,5,3,8,0,39
HISTART,HISTART, 190F,001,19TH-20TH CENTURY  ,"MULLER, K R       ",05232,0,24,7,4,7,2,1,1,0,0,0,0,0,4,0,4,0,50
HISTART,HISTART, 192B,001,ANCIENT            ,"STEWART, A F      ",04956,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
HISTART,HISTART, 192B,002,ANCIENT            ,"HOELSCHER, T G    ",04959,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
HISTART,HISTART, 192E,001,17TH-18TH CENTURY  ,"OLSON, T P        ",04965,0,7,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,15
HISTART,HISTART,C120A,001,ART ANCIENT MESO 1 ,"FELDMAN, M        ",04878,3,8,4,0,1,0,0,1,1,0,0,0,0,2,0,2,0,20
HISTART,HISTART,R001B,001,VISUAL EXPERIENCE  ,"ROSE, J           ",04803,0,1,6,7,2,2,0,0,0,0,0,0,0,0,0,0,0,18
HISTART,HISTART,R001B,002,VISUAL EXPERIENCE  ,"TSULTEM, U        ",04806,3,1,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,18
HISTART,HISTART,R001B,003,VISUAL EXPERIENCE  ,"MEEGAMA, S        ",04809,0,3,11,2,0,0,1,1,0,0,0,0,0,0,0,0,0,18
HISTART,HISTART,R001B,004,VISUAL EXPERIENCE  ,"MARAS, S          ",04812,2,5,1,5,6,0,0,0,0,0,0,0,0,0,0,0,1,20
HISTART,HISTART,R001B,005,VISUAL EXPERIENCE  ,"STERN, G C        ",04815,0,5,6,2,2,3,0,0,0,0,0,0,0,0,0,0,0,18
HISTART,HISTART,R001B,006,VISUAL EXPERIENCE  ,"STERN, G C        ",04818,2,2,1,0,3,1,0,2,0,0,0,1,1,0,3,3,0,16
HISTART,HISTART,R001B,008,VISUAL EXPERIENCE  ,"KHUDONAZAROVA, A  ",04823,4,7,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,17
HISTART,HISTART,R001B,009,VISUAL EXPERIENCE  ,"SPIGLER, J K      ",05202,0,1,12,5,0,0,0,0,0,0,0,0,0,0,1,1,0,19
HISTART,HISTART,R001B,010,VISUAL EXPERIENCE  ,"VAN PEE, Y C      ",05205,0,3,4,5,2,2,0,0,0,0,0,0,0,0,0,0,0,16
HISTORY,HISTORY, 004A,001,ANCIENT MEDITERRANE,"MACKIL, E M       ",39024,0,11,35,14,6,5,4,5,2,0,0,0,4,16,3,19,1,106
HISTORY,HISTORY, 005,001,MODERN EUROPE      ,"SHAGAN, E H       ",39045,0,37,57,35,34,15,14,6,2,2,1,0,2,14,0,14,2,221
HISTORY,HISTORY, 006A,001,CHINA: EARLY       ,"NYLAN, M          ",39087,0,16,9,8,8,3,0,3,0,0,1,0,2,8,1,9,1,60
HISTORY,HISTORY, 007A,001,US TO CIVIL WAR    ,"DELAY, B          ",39108,0,20,64,30,22,8,15,5,2,0,0,0,5,58,5,63,1,235
HISTORY,HISTORY, 012,001,THE MIDDLE EAST    ,"DOUMANI, B        ",39168,0,9,22,17,10,6,2,1,1,0,0,0,0,16,4,20,3,91
HISTORY,HISTORY, 014,001,JAPAN              ,"STALKER, N K      ",39189,0,21,18,10,5,3,0,0,1,0,0,0,0,4,2,6,0,64
HISTORY,HISTORY, 098,003,DIRECTED GROUP STDY,"COOK, A C         ",39222,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,27,0,27
HISTORY,HISTORY, 098,004,DIRECTED GROUP STDY,"DOUMANI, B        ",39225,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,19,0,19
HISTORY,HISTORY, 100,001,SPECIAL TOPICS     ,"CARR, B           ",39243,0,14,13,8,4,2,0,4,2,0,0,0,1,3,0,3,0,51
HISTORY,HISTORY, 100,002,SPECIAL TOPICS     ,"EFRON, J M        ",39246,0,10,21,0,0,1,0,0,0,0,0,0,1,7,0,7,0,40
HISTORY,HISTORY, 100,003,SPECIAL TOPICS     ,"DORAN, T          ",39249,0,3,9,5,13,2,0,1,0,0,0,0,1,6,1,7,1,42
HISTORY,HISTORY, 100,004,SPECIAL TOPICS     ,"ZIMMERMAN, S      ",39252,0,4,4,3,2,0,1,1,1,0,0,0,0,2,1,3,0,19
HISTORY,HISTORY, 100,005,SPECIAL TOPICS     ,"GOTTREICH, E R    ",39255,0,4,4,7,3,0,0,0,1,0,0,0,0,2,0,2,0,21
HISTORY,HISTORY, 101,002,"RESEARCH, WRITING  ","HOLLINGER, D A    ",39276,1,5,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,11
HISTORY,HISTORY, 101,003,"RESEARCH, WRITING  ","KLEIN, K L        ",39279,0,3,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,12
HISTORY,HISTORY, 101,004,"RESEARCH, WRITING  ","SALTMAN, J T      ",39282,0,0,1,1,2,0,0,1,0,1,0,0,0,0,0,0,0,6
HISTORY,HISTORY, 103A,002,PROSEMINAR:  ANCNT ,"DORAN, T          ",39312,1,2,3,4,3,0,0,1,0,0,0,0,1,0,0,0,0,15
HISTORY,HISTORY, 103B,002,PROSEMINAR:  EUROPE,"ADAMTHWAITE, A    ",39321,1,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15
HISTORY,HISTORY, 103B,003,PROSEMINAR:  EUROPE,"DEVRIES, J        ",39324,0,4,2,4,0,0,0,0,0,0,0,0,0,1,0,1,0,11
HISTORY,HISTORY, 103B,004,PROSEMINAR:  EUROPE,"TORGERSON, J W    ",39327,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
HISTORY,HISTORY, 103B,006,PROSEMINAR:  EUROPE,"KECK-SZAJBEL, M   ",39333,2,11,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16
HISTORY,HISTORY, 103B,007,PROSEMINAR:  EUROPE,"WENGER, E         ",39336,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4
HISTORY,HISTORY, 103C,002,PROSEMINAR: ENGLAND,"KEATING, A        ",39360,0,5,4,0,4,1,0,0,1,0,0,0,1,0,0,0,0,16
HISTORY,HISTORY, 103D,002,PROSEMINAR: U.S.   ,"BRILLIANT, M      ",39369,0,0,3,1,1,0,0,1,0,0,0,0,0,2,0,2,2,10
HISTORY,HISTORY, 103D,003,PROSEMINAR: U.S.   ,"HENKIN, D M       ",39372,0,2,5,4,2,0,1,0,0,0,0,0,0,0,0,0,0,14
HISTORY,HISTORY, 103D,004,PROSEMINAR: U.S.   ,"MCLENNAN, R M     ",39375,0,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10
HISTORY,HISTORY, 103D,005,PROSEMINAR: U.S.   ,"CHESTER, R N      ",39377,0,5,6,3,1,0,0,0,0,0,0,0,1,0,0,0,0,16
HISTORY,HISTORY, 103D,006,PROSEMINAR: U.S.   ,"HIRSHBERG, L      ",39378,0,5,3,1,2,0,0,0,0,0,0,0,0,1,0,1,0,12
HISTORY,HISTORY, 103D,007,PROSEMINAR: U.S.   ,"BIELENBERG, E M   ",39381,0,5,1,3,1,0,1,0,0,0,0,0,1,0,0,0,1,13
HISTORY,HISTORY, 103E,003,PROSEMINAR: LAT AM ,"BALLENGER, S      ",39402,0,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,11
HISTORY,HISTORY, 103F,002,PROSEMINAR:  ASIA  ,"HOLCOMBE, A G     ",39408,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
HISTORY,HISTORY, 103F,003,PROSEMINAR:  ASIA  ,"TAYLOR, M A       ",39411,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,5
HISTORY,HISTORY, 103F,004,PROSEMINAR:  ASIA  ,"JESSUP, J B       ",39414,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
HISTORY,HISTORY, 103S,002,PROSEMINAR: HIST SC,"MAZZOTTI, M       ",39432,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15
HISTORY,HISTORY, 103U,002,PROSEMINAR:  CMPRTV,"BIVAR, V M        ",39441,0,2,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,8
HISTORY,HISTORY, 109A,001,RISE OF ISLAM      ,"TAYLOR, M A       ",39470,3,5,9,6,6,1,3,1,0,0,0,0,0,2,0,2,0,36
HISTORY,HISTORY, 111B,001,MODERN SE ASIA     ,"ZINOMAN, P B      ",39471,0,4,4,6,3,4,2,0,1,0,0,0,1,5,0,5,0,30
HISTORY,HISTORY, 112C,001,AFRICA-COL&NATION  ,"KANOGO, T M       ",39479,1,4,10,9,6,2,1,0,0,0,0,0,0,1,0,1,1,35
HISTORY,HISTORY, 116D,001,20TH CENTURY CHINA ,"JESSUP, J B       ",39483,0,9,14,9,10,2,2,0,0,0,0,0,1,9,0,9,0,56
HISTORY,HISTORY, 120AC,001,AM ENV/CULTRL HIST ,"SARAIVA, T F      ",39486,2,10,6,3,4,1,2,0,0,0,0,0,1,7,0,7,0,36
HISTORY,HISTORY, 124B,001,U.S. WWII-VIETNAM  ,"BIELENBERG, E M   ",39509,0,14,37,37,45,27,10,11,12,1,0,2,6,25,5,30,5,237
HISTORY,HISTORY, 125A,001,AFRIC-AM 1550-1861 ,"MARTIN, W E       ",39510,0,3,5,11,6,6,3,2,0,0,0,0,0,5,1,6,0,42
HISTORY,HISTORY, 127AC,001,CALIFORNIA         ,"CHESTER, R N      ",39519,0,28,30,27,23,9,5,4,1,2,0,0,2,68,3,71,0,202
HISTORY,HISTORY, 130B,001,US DIPLO FROM 1945 ,"HIRSHBERG, L      ",39521,0,26,14,12,7,1,0,1,2,0,0,0,1,9,3,12,0,76
HISTORY,HISTORY, 138,001,SCIENCE IN U.S.    ,"SUNDERLAND, M E   ",39540,0,6,7,4,3,1,2,0,0,0,0,0,1,14,0,14,0,38
HISTORY,HISTORY, 138T,001,US SCIENCE CALTEACH,"SUNDERLAND, M E   ",39543,0,3,6,2,5,2,0,0,0,0,0,0,0,0,0,0,0,18
HISTORY,HISTORY, 140B,001,MODERN MEXICO      ,"CHOWNING, M       ",39549,0,18,14,3,3,2,5,0,1,0,0,0,1,1,2,3,1,52
HISTORY,HISTORY, 151C,001,"BRITAIN, 1848-2000 ","VERNON, J         ",39564,0,10,10,15,12,11,2,3,0,0,0,0,0,5,0,5,0,68
HISTORY,HISTORY, 152A,001,MODERN IRELAND     ,"BRADY, T A        ",39572,0,2,5,11,2,0,2,0,0,0,0,0,0,3,0,3,1,26
HISTORY,HISTORY, 155A,001,MEDIEVAL EUROPE    ,"KOZIOL, G         ",39573,0,2,7,3,2,1,3,0,0,1,0,0,0,1,1,2,0,21
HISTORY,HISTORY, 158A,001,EUROPE 1715-1815   ,"SAHLINS, P        ",39578,0,8,4,4,3,2,0,0,0,0,0,0,0,0,0,0,1,22
HISTORY,HISTORY, 158C,001,EUROPE 1914-PRES   ,"ADAMTHWAITE, A    ",39579,3,37,23,19,8,7,1,1,2,0,1,0,0,6,1,7,0,110
HISTORY,HISTORY, 159B,001,EUR ECON 1750-1914 ,"DEVRIES, J        ",39606,0,10,15,21,15,12,7,3,0,1,1,0,0,2,2,4,1,90
HISTORY,HISTORY, 166C,001,MODERN FRANCE      ,"BIVAR, V M        ",39609,1,8,4,2,2,2,1,2,0,1,0,0,2,1,0,1,1,27
HISTORY,HISTORY, 167A,001,EARLY MOD GERMANY  ,"WETZEL, D         ",39612,3,18,30,6,3,1,0,0,0,0,0,0,0,2,0,2,0,63
HISTORY,HISTORY, 173C,001,EASTERN EUR 20TH   ,"CONNELLY, J       ",39615,0,2,10,10,3,1,0,0,0,0,0,0,0,1,1,2,1,29
HISTORY,HISTORY, 177B,001,MODERN ARMENIA     ,"ASTOURIAN, S H    ",39618,0,4,4,4,2,1,0,1,0,0,0,0,0,1,0,1,1,18
HISTORY,HISTORY,C132B,001,US INTELLE FO 1865 ,"HOLLINGER, D A    ",39525,0,17,13,10,6,6,0,0,0,0,0,0,0,5,3,8,0,60
HISTORY,HISTORY,C175B,001,JEWISH CIV MODERN  ,"EFRON, J M        ",39617,0,8,2,2,3,1,1,1,0,0,0,0,0,3,0,3,0,21
HISTORY,HISTORY,C187,001,HUMAN RIGHTS       ,"LAQUEUR, T W      ",39621,5,17,17,17,8,4,5,0,1,0,0,0,0,13,0,13,3,90
HUMOTHS,BUDDSTD, 190,001,TOPICS             ,"MATSUBARA, M      ",07936,0,0,3,3,0,1,0,0,0,0,0,0,0,0,1,1,0,8
HUMOTHS,BUDDSTD,C050,001,INTRO TO BUDDHISM  ,"BAUMS, S          ",07903,5,8,5,1,3,1,2,0,0,0,0,0,0,4,1,5,0,30
HUMOTHS,BUDDSTD,C115,001,JAPANESE BUDDHISM  ,"MATSUBARA, M      ",07924,0,4,5,1,2,2,1,0,0,0,0,0,0,1,0,1,0,16
HUMOTHS,BUDDSTD,C120,001,BUDDHSM-SILK ROAD  ,"MEHENDALE, S      ",07927,0,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,17
HUMOTHS,CELTIC, 015,001,ELEM MODERN IRISH  ,"STACK, E          ",10159,2,3,0,0,3,5,2,0,1,0,0,0,0,4,0,4,0,20
HUMOTHS,CELTIC, 070,001,WORLD OF THE CELTS ,"KLAR, K A         ",10162,2,8,9,7,3,6,0,0,0,0,1,0,0,2,2,4,0,40
HUMOTHS,CELTIC, 105A,001,OLD & MIDDLE IRISH ,"HOLLAND, G B      ",10174,0,3,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,6
HUMOTHS,CELTIC, 138,001,IRISH LITERATURE   ,"MELIA, D F        ",10176,0,1,2,0,1,1,1,0,0,0,0,0,1,3,0,3,0,10
HUMOTHS,CELTIC, 170,001,CELTIC TOPICS      ,"KLAR, K A         ",10180,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11
HUMOTHS,CELTIC, 173,001,CELTIC CHRISTIANITY,"KLAR, K A         ",10183,0,15,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,17
HUMOTHS,CELTIC, 198,003,DIRECTED GROUP STDY,"MELIA, D F        ",10222,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,26,0,26
HUMOTHS,CELTIC,C168,001,CELTIC MYTHOLOGY   ,"REJHON, A C       ",10177,1,8,1,2,1,2,0,0,0,0,0,0,0,3,1,4,0,19
HUMOTHS,CELTIC,R001B,001,VOICES/CELTIC WORLD,"HELLMAN, D        ",10153,0,0,0,1,3,3,1,2,1,0,0,0,1,1,1,2,0,14
HUMOTHS,CELTIC,R001B,002,VOICES/CELTIC WORLD,"WALSH, T          ",10156,0,4,10,3,1,0,0,1,0,0,0,0,0,0,0,0,0,19
HWNI,NEUROSC,C129,001,AGING BRAIN        ,"JAGUST, W J       ",63503,0,13,12,16,9,4,3,0,1,1,0,0,0,2,2,4,0,63
HWNI,NEUROSC,C160,001,INTRO TO NEUROBIOL ,"KRAMER, R H       ",63506,0,0,1,1,4,0,0,1,0,0,1,0,0,1,0,1,0,9
IASTP,ASIANST, 010,001,INTRO TO ASIA      ,"DIEHL, K M        ",05753,0,21,27,16,21,6,2,1,1,0,1,0,0,36,5,41,0,137
IASTP,ASIANST, 150,002,SPECIAL TOPICS     ,"YAMANAKA, K       ",05792,1,23,5,0,1,1,0,0,0,0,0,0,0,3,0,3,0,34
IASTP,ASIANST, 198,006,DIRECTED GROUP STDY,"BERRING, R C      ",05813,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,15,0,15
IASTP,DEV STD,C010,001,INTRO DEVELOPMENT  ,"WATTS, M J        ",18603,9,31,32,16,7,4,1,0,0,0,0,0,3,9,1,10,0,113
IASTP,GPP, 115,001,GLOBAL POVERTY     ,"ROY, A            ",38303,1,116,128,72,29,10,1,1,0,0,1,0,3,34,0,34,3,400
IASTP,IAS, 045,002,SURVY WORLD HISTORY,"KARRAS, A L       ",46403,0,10,26,32,55,24,13,16,9,0,5,1,7,5,5,10,1,209
IASTP,IAS, 102,001,SCOPE AND METHODS  ,"TALWALKER, C      ",46433,0,17,6,3,0,0,1,0,0,0,0,0,1,0,1,1,0,29
IASTP,IAS, 102,002,SCOPE AND METHODS  ,"KADIR, K          ",46436,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,5
IASTP,IAS, 105,001,GLOBAL PRACTICE    ,"TALWALKER, C      ",46445,1,7,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19
IASTP,IAS, 106,001,INTER MICRO THEORY ,"AUFFHAMMER, M     ",46454,4,22,32,28,42,3,7,3,16,0,2,0,5,2,1,3,1,168
IASTP,IAS, 120,001,SELECTED TOPICS    ,"GRAHAM, T N       ",46561,0,6,4,2,2,0,0,1,0,0,0,0,0,1,0,1,0,16
IASTP,IAS, 196,001,SPECIAL RESEARCH   ,"KADIR, K          ",46580,0,2,11,7,2,0,0,0,1,0,0,0,0,0,0,0,0,23
IASTP,IAS, 196,002,SPECIAL RESEARCH   ,"KADIR, K          ",46583,0,5,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,25
IASTP,IAS, 196,003,SPECIAL RESEARCH   ,"GONZALES, G M     ",46586,1,9,10,4,0,1,0,0,0,0,0,0,0,0,0,0,0,25
IASTP,IAS, 196,004,SPECIAL RESEARCH   ,"GONZALES, G M     ",46588,0,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
IASTP,IAS,C118,001,INTRO ECONOMETRICS ,"SADOULET, E       ",46553,4,4,0,3,2,0,3,3,0,0,1,0,1,1,0,1,0,22
IASTP,IAS,C175,001,ECON CLIMATE CHG   ,"TRAEGER, C P      ",46565,1,2,5,7,5,2,4,0,0,0,0,0,0,1,0,1,0,27
IASTP,IAS,H102,001,SCOPE AND METHODS  ,"KARRAS, A L       ",46439,0,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,11
IASTP,IAS,H102,002,SCOPE AND METHODS  ,"GROSS, S          ",46442,0,4,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,13
IASTP,LATAMST, 010,001,INTRO LATIN AM STUD,"PAGE, T L         ",49103,0,7,6,10,17,7,0,1,0,2,1,0,1,16,1,17,0,69
IASTP,LATAMST, 150,001,ADVANCED STUDIES   ,"NICHOLLS, C I     ",49114,3,17,7,0,0,0,0,0,0,0,0,0,0,2,0,2,0,29
IASTP,M E STU, 102,001,SCOPE AND METHODS  ,"GOTTREICH, E R    ",57003,0,6,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,12
IASTP,M E STU, 130,001,CROSS-LISTED TOPICS,"GOTTREICH, E R    ",57008,0,3,2,7,2,1,0,0,0,0,0,0,0,1,2,3,0,18
IASTP,PACS, 010,001,INTROD TO PACS     ,"ZOOK, D C         ",66703,2,11,26,39,32,20,7,4,1,0,0,0,2,11,1,12,4,160
IASTP,PACS, 094,001,MEDITATION         ,"AZEVEDO, A        ",66724,0,0,0,0,0,0,0,0,0,0,0,0,0,288,2,290,0,293
IASTP,PACS, 100,001,PEACE THEORIES     ,"SANDERS, J W      ",66727,1,5,2,8,9,4,4,2,2,1,1,0,1,4,2,6,7,53
IASTP,PACS, 119,001,SPECIAL TOPICS     ,"AZEVEDO, A        ",66730,1,24,0,0,2,0,0,1,0,0,0,0,0,3,0,3,0,31
IASTP,PACS, 119,002,SPECIAL TOPICS     ,"SHACKFORD-BRADLEY,",66733,4,13,5,0,0,0,0,0,0,0,0,0,1,0,1,1,2,26
IASTP,PACS, 119,003,SPECIAL TOPICS     ,"BRENNAN, M        ",66736,1,5,2,6,2,7,1,1,0,0,0,0,2,4,0,4,0,31
IASTP,PACS, 126,001,INTERL HUMAN RIGHTS,"ZOOK, D C         ",66739,4,15,42,32,16,6,0,5,0,0,0,0,1,8,3,11,0,132
IASTP,PACS, 151,001,INTERNAT CONFLICT  ,"SANDERS, J W      ",66745,0,4,3,10,8,2,1,2,1,0,0,0,0,6,2,8,0,39
IASTP,PACS, 170,001,"CONFLCT RES,SOC CHG","SHACKFORD-BRADLEY,",66751,0,6,12,13,7,2,1,0,0,0,0,0,0,1,0,1,3,45
IASTP,POLECIS, 100,001,THEORY OF POL ECON ,"CRAWFORD, B K     ",71209,0,23,21,17,23,9,14,12,4,2,6,1,11,4,1,5,0,148
IASTP,POLECIS, 101,001,CONTEMP THEO POL EC,"LOUGH, J W        ",71230,0,6,10,21,13,1,0,1,0,0,0,0,1,0,0,0,0,53
IASTP,POLECIS, 101,002,CONTEMP THEO POL EC,"PO, L             ",71233,1,15,4,9,10,2,0,0,0,0,0,0,0,0,1,1,0,42
IASTP,POLECIS, 101,003,CONTEMP THEO POL EC,"GROSS, S          ",71235,0,5,7,8,11,2,1,5,3,0,1,1,4,1,1,2,0,50
IASTP,POLECIS, 150,001,ADVANCED STUDY PEIS,"PO, L             ",71239,1,3,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,13
IASTP,POLECIS, 150,002,ADVANCED STUDY PEIS,"GROSS, S          ",71242,0,2,2,2,2,0,0,1,0,0,0,0,0,1,0,1,0,10
IASTP,POLECIS, 160,001,PE HIS CONTEXT     ,"LOUGH, J W        ",71248,0,4,19,10,1,1,2,0,1,1,0,0,3,1,0,1,2,45
IND ENG,IND ENG, 115,001,IND & COMM DATA SYS,"GOLDBERG, K Y     ",41006,5,25,9,10,5,3,0,2,0,0,0,0,0,2,0,2,0,61
IND ENG,IND ENG, 131,001,DISCRETE EVENT SIM ,"SCHRUBEN, L W     ",41015,3,14,20,2,3,4,0,2,1,0,0,1,0,1,0,1,0,52
IND ENG,IND ENG, 140,001,MOBILE IND ROBOTS  ,"GLASSEY, C R      ",41021,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
IND ENG,IND ENG, 150,001,PROD SYSTS ANALYS  ,"YANO, C A         ",41027,2,1,7,6,12,0,3,0,3,0,0,0,0,0,0,0,0,35
IND ENG,IND ENG, 151,001,SERV OPER DESG ANAL,"SHEN, Z           ",41030,0,15,4,5,11,4,0,2,0,0,0,0,0,0,0,0,0,41
IND ENG,IND ENG, 153,001,LOG NT DES SUPCHMGT,"LEACHMAN, R C     ",41033,1,4,6,6,3,1,0,0,0,0,0,0,0,1,0,1,0,23
IND ENG,IND ENG, 160,001,OPERATIONS RES I   ,"HOCHBAUM, D S     ",41036,3,15,12,22,14,16,8,1,0,0,0,0,1,0,0,0,0,92
IND ENG,IND ENG, 162,001,LINEAR PROGRAMMING ,"CHEN, Y           ",41045,1,11,16,12,9,4,2,3,10,3,0,4,0,2,0,2,0,77
IND ENG,IND ENG, 172,001,PROBABILITY ENG    ,"GUO, X            ",41054,6,22,19,13,9,3,2,0,0,0,0,0,0,4,0,4,0,80
IND ENG,IND ENG, 190C,001,ADVANCE TOPICS IEOR,"WAHL, B           ",41060,6,33,14,0,0,0,0,0,0,0,0,0,0,4,0,4,0,57
IND ENG,IND ENG, 190E,001,ADVANCE TOPICS IEOR,"SINGER, K         ",41063,17,7,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,28
IND ENG,IND ENG, 191,001,ENTREPRENEURSHIP   ,"BURGSTONE, J M    ",41066,0,13,14,19,6,1,2,0,1,0,0,0,0,0,2,2,0,58
INFOSYS,INFO, 090,001,PROGRAM COM APPLIC ,"CHAIT, A          ",42502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18
INFOSYS,INFO, 198,001,DIRECTED GROUP STDY,"DUGUID, P         ",42509,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23,0,24
INTEGBI,BIO-IB, 001B,001,GENERAL BIOLOGY    ,"HUELSENBECK, J P  ",07559,3,33,85,119,133,97,67,59,28,22,17,4,17,5,6,11,0,695
INTEGBI,INTEGBI, 024,004,FRESHMAN SEMINARS  ,"PADIAN, K         ",43012,0,4,6,0,4,0,0,1,0,0,0,0,0,0,0,0,0,15
INTEGBI,INTEGBI, 024,006,FRESHMAN SEMINARS  ,"CALDWELL, R L     ",43018,2,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11
