Grade Distribution for Fall 2011 Undergraduate Courses at UC Berkeley,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Academic Year: 2011-2012,,,,,,,,,,,,,,,,,,,,,,,,
Semester: Fall,,,,,,,,,,,,,,,,,,,,,,,,
Course Type: Primary,,,,,,,,,,,,,,,,,,,,,,,,
Course Level: 0-199,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
AVC-BRP: Office of Planning and Analysis (Jenna Allen) 4/13/2012,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
DEPT,COURSE,COURSE NUMBER,COURSE SECTION,COURSE DESCRIPTION,INSTRUCTOR NAME,COURSE CONTROL NUMBER,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,PASS,NO PASS,TOTAL P/NP,INCOMPLETES,TOTAL GRADES FOR COURSE
PHYSED,PHYS ED, 003,001,PE ACTIVITIES      ,"STEFKE, E J       ",68162,1,0,0,1,0,0,0,0,0,0,0,0,0,19,1,20,0,23
PHYSED,PHYS ED, 003,002,PE ACTIVITIES      ,"STEFKE, E J       ",68165,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2,8,0,11
PHYSED,PHYS ED, 003,003,PE ACTIVITIES      ,"RORK, L H         ",68168,0,5,0,0,2,0,0,0,0,0,0,0,0,25,1,26,0,33
PHYSED,PHYS ED, 003,004,PE ACTIVITIES      ,"RORK, L H         ",68171,0,6,0,0,3,0,0,0,0,0,0,0,0,18,1,19,0,28
PHYSED,PHYS ED, 003,005,PE ACTIVITIES      ,"LI-JUE, S Y       ",68174,0,4,0,0,0,0,0,0,0,0,0,0,0,8,1,9,0,16
PHYSED,PHYS ED, 003,006,PE ACTIVITIES      ,"BRITTON, J E      ",68177,1,2,0,1,0,0,0,0,0,0,0,0,0,14,1,15,0,22
PHYSED,PHYS ED, 003,007,PE ACTIVITIES      ,"MAR, T L          ",68180,0,12,0,0,2,0,0,0,0,0,0,0,2,5,4,9,0,28
PHYSED,PHYS ED, 003,008,PE ACTIVITIES      ,"MORRIS, R A       ",68183,1,3,0,0,0,0,1,0,0,0,0,0,2,7,1,8,0,16
PHYSED,PHYS ED, 003,009,PE ACTIVITIES      ,"RORK, L H         ",68186,0,6,0,0,2,0,0,0,0,0,0,0,0,15,0,15,0,23
PHYSED,PHYS ED, 003,010,PE ACTIVITIES      ,"RORK, L H         ",68189,0,7,0,0,1,0,0,0,0,0,0,0,0,6,0,6,0,14
PHYSED,PHYS ED, 003,011,PE ACTIVITIES      ,"CARAWAY, W J      ",68192,0,3,0,2,2,0,1,0,0,0,0,0,0,16,0,16,0,26
PHYSED,PHYS ED, 004,001,PE ACTIVITIES      ,"STEFKE, E J       ",68195,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,20
PHYSED,PHYS ED, 004,002,PE ACTIVITIES      ,"STEFKE, E J       ",68198,1,1,0,0,0,0,0,1,0,0,0,0,0,17,2,19,0,25
PHYSED,PHYS ED, 004,003,PE ACTIVITIES      ,"RORK, L H         ",68201,0,9,0,2,0,0,0,1,0,0,0,0,0,10,0,10,0,22
PHYSED,PHYS ED, 004,004,PE ACTIVITIES      ,"MORRIS, R A       ",68204,2,7,0,0,0,0,0,1,0,0,0,0,0,6,0,6,0,16
PHYSED,PHYS ED, 004,005,PE ACTIVITIES      ,"CARAWAY, W J      ",68207,0,5,1,0,3,0,0,0,0,0,0,0,0,13,0,13,0,22
PHYSED,PHYS ED, 011,001,PE ACTIVITIES      ,"SCOTT, M K        ",68210,0,15,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,17
PHYSED,PHYS ED, 011,002,PE ACTIVITIES      ,"SCOTT, M K        ",68213,0,14,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,16
PHYSED,PHYS ED, 011,003,PE ACTIVITIES      ,"SCOTT, M K        ",68216,0,24,11,8,2,0,1,0,0,0,0,0,1,12,1,13,0,60
PHYSED,PHYS ED, 011,004,PE ACTIVITIES      ,"SCOTT, M K        ",68219,0,24,11,8,2,0,1,0,0,0,0,0,1,12,1,13,0,60
PHYSED,PHYS ED, 011,005,PE ACTIVITIES      ,"SCOTT, M K        ",68222,0,0,7,2,0,0,0,0,0,0,0,0,2,2,0,2,0,13
PHYSED,PHYS ED, 011,006,PE ACTIVITIES      ,"SCOTT, M K        ",68225,0,0,6,2,0,0,0,0,0,0,0,0,2,2,0,2,0,12
PHYSED,PHYS ED, 011,007,PE ACTIVITIES      ,"SCOTT, M K        ",68228,0,104,0,1,0,2,0,0,0,0,0,0,1,0,2,2,0,110
PHYSED,PHYS ED, 011,008,PE ACTIVITIES      ,"SCOTT, M K        ",68231,0,104,0,1,0,2,0,0,0,0,0,0,1,0,2,2,0,110
PHYSED,PHYS ED, 011,011,PE ACTIVITIES      ,"SCOTT, M K        ",68240,0,22,0,3,0,0,0,0,0,0,0,0,0,1,1,2,0,27
PHYSED,PHYS ED, 011,012,PE ACTIVITIES      ,"SCOTT, M K        ",68243,0,22,0,3,0,0,0,0,0,0,0,0,0,1,1,2,0,27
PHYSED,PHYS ED, 011,013,PE ACTIVITIES      ,"SCOTT, M K        ",68246,0,33,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,35
PHYSED,PHYS ED, 011,014,PE ACTIVITIES      ,"SCOTT, M K        ",68249,0,33,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,35
PHYSED,PHYS ED, 011,015,PE ACTIVITIES      ,"SCOTT, M K        ",68252,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
PHYSED,PHYS ED, 011,017,PE ACTIVITIES      ,"SCOTT, M K        ",68258,1,0,23,1,2,0,0,0,0,0,0,0,0,1,1,2,0,29
PHYSED,PHYS ED, 011,018,PE ACTIVITIES      ,"SCOTT, M K        ",68261,0,0,23,1,2,0,0,0,0,0,0,0,0,1,0,1,0,27
PHYSED,PHYS ED, 011,019,PE ACTIVITIES      ,"SCOTT, M K        ",68264,0,33,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,42
PHYSED,PHYS ED, 011,020,PE ACTIVITIES      ,"SCOTT, M K        ",68267,0,33,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,42
PHYSED,PHYS ED, 011,021,PE ACTIVITIES      ,"SCOTT, M K        ",68270,0,313,30,3,2,0,0,5,0,0,0,0,1,55,6,61,0,415
PHYSED,PHYS ED, 011,022,PE ACTIVITIES      ,"SCOTT, M K        ",68273,0,312,30,3,3,0,0,7,0,0,0,0,1,53,6,59,0,415
PHYSED,PHYS ED, 011,025,PE ACTIVITIES      ,"SCOTT, M K        ",68408,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,13
PHYSED,PHYS ED, 011,026,PE ACTIVITIES      ,"SCOTT, M K        ",68411,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,13
PHYSED,PHYS ED, 012,001,PE ACTIVITIES      ,"SCOTT, M K        ",68276,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
PHYSED,PHYS ED, 012,002,PE ACTIVITIES      ,"SCOTT, M K        ",68279,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
PHYSED,PHYS ED, 012,003,PE ACTIVITIES      ,"SCOTT, M K        ",68282,0,38,1,0,1,0,0,0,0,0,0,0,1,8,7,15,0,56
PHYSED,PHYS ED, 012,004,PE ACTIVITIES      ,"SCOTT, M K        ",68285,0,40,0,0,1,0,0,0,0,0,0,0,1,8,7,15,0,57
PHYSED,PHYS ED, 012,005,PE ACTIVITIES      ,"SCOTT, M K        ",68288,0,2,4,1,0,0,0,0,0,0,0,0,2,9,1,10,0,19
PHYSED,PHYS ED, 012,006,PE ACTIVITIES      ,"SCOTT, M K        ",68291,0,2,4,1,0,0,0,0,0,0,0,0,2,9,0,9,0,18
PHYSED,PHYS ED, 012,007,PE ACTIVITIES      ,"SCOTT, M K        ",68294,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20
PHYSED,PHYS ED, 012,008,PE ACTIVITIES      ,"SCOTT, M K        ",68297,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20
PHYSED,PHYS ED, 012,009,PE ACTIVITIES      ,"SCOTT, M K        ",68300,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8
PHYSED,PHYS ED, 012,010,PE ACTIVITIES      ,"SCOTT, M K        ",68303,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8
PHYSED,PHYS ED, 012,011,PE ACTIVITIES      ,"SCOTT, M K        ",68306,0,12,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,16
PHYSED,PHYS ED, 012,012,PE ACTIVITIES      ,"SCOTT, M K        ",68309,0,12,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,16
PHYSED,PHYS ED, 012,013,PE ACTIVITIES      ,"SCOTT, M K        ",68312,0,20,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,24
PHYSED,PHYS ED, 012,014,PE ACTIVITIES      ,"SCOTT, M K        ",68315,0,20,0,0,0,0,0,0,0,0,0,0,1,4,0,4,0,25
PHYSED,PHYS ED, 012,015,PE ACTIVITIES      ,"SCOTT, M K        ",68318,0,26,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,30
PHYSED,PHYS ED, 012,016,PE ACTIVITIES      ,"SCOTT, M K        ",68321,0,26,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,30
PHYSED,PHYS ED, 012,017,PE ACTIVITIES      ,"SCOTT, M K        ",68324,0,14,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,16
PHYSED,PHYS ED, 012,018,PE ACTIVITIES      ,"SCOTT, M K        ",68327,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
PHYSED,PHYS ED, 012,019,PE ACTIVITIES      ,"SCOTT, M K        ",68330,0,22,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30
PHYSED,PHYS ED, 012,020,PE ACTIVITIES      ,"SCOTT, M K        ",68333,0,22,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30
PHYSED,PHYS ED, 012,021,PE ACTIVITIES      ,"SCOTT, M K        ",68336,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9
PHYSED,PHYS ED, 012,022,PE ACTIVITIES      ,"SCOTT, M K        ",68339,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9
PHYSED,PHYS ED, 012,023,PE ACTIVITIES      ,"SCOTT, M K        ",68342,0,1,13,0,0,0,0,0,0,0,0,0,1,1,1,2,0,17
PHYSED,PHYS ED, 012,024,PE ACTIVITIES      ,"SCOTT, M K        ",68345,0,1,13,0,0,0,0,0,0,0,0,0,1,1,1,2,0,17
PHYSED,PHYS ED, 012,025,PE ACTIVITIES      ,"SCOTT, M K        ",68348,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,13
PHYSED,PHYS ED, 012,026,PE ACTIVITIES      ,"SCOTT, M K        ",68351,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,13
PHYSED,PHYS ED, 012,027,PE ACTIVITIES      ,"SCOTT, M K        ",68354,0,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
PHYSED,PHYS ED, 012,028,PE ACTIVITIES      ,"SCOTT, M K        ",68357,0,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
PHYSED,PHYS ED, 012,029,PE ACTIVITIES      ,"SCOTT, M K        ",68360,0,210,8,0,0,0,0,7,1,0,0,0,3,47,6,53,0,282
PHYSED,PHYS ED, 012,030,PE ACTIVITIES      ,"SCOTT, M K        ",68363,0,211,9,0,0,0,0,7,1,0,0,0,3,45,5,50,0,281
PHYSED,PHYS ED, 032,001,FITNESS: PHS ADA/EX,"JOHANNESSEN, S    ",68366,0,17,8,2,6,0,0,1,2,0,0,0,0,18,1,19,0,55
PHYSED,PHYS ED, 047A,001,INTRO TO SCUBA     ,"HAYWARD, J M      ",68381,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1,7
PHYSED,PHYS ED, 047B,001,INTERMEDIATE SCUBA ,"HAYWARD, J M      ",68387,0,3,2,0,0,0,0,0,0,0,0,0,0,3,0,3,0,11
PHYSED,PHYS ED, 098,001,DIRECTED GROUP STDY,"BRITTON, J E      ",68392,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,30,0,30
PHYSED,PHYS ED,C165,001,INTRO BIOMECH ANAL ,"SCOTT, M K        ",68393,0,4,6,3,2,0,0,0,0,0,0,0,1,0,0,0,0,16
PHYSICS,PHYSICS, 007A,001,SCIENT ENGIN PHYS  ,"SPELIOTOPOULOS, A ",68703,1,33,18,29,27,26,25,22,12,0,0,0,1,8,4,12,0,206
PHYSICS,PHYSICS, 007A,002,SCIENT ENGIN PHYS  ,"SPELIOTOPOULOS, A ",68772,1,33,19,27,33,17,20,27,22,0,2,0,0,2,1,3,3,207
PHYSICS,PHYSICS, 007B,001,SCIENT ENGIN PHYS  ,"STAHLER, S W      ",68856,6,40,10,13,66,7,27,28,7,0,7,0,2,0,2,2,0,215
PHYSICS,PHYSICS, 007B,002,SCIENT ENGIN PHYS  ,"ZETTL, A          ",68925,2,17,5,10,23,8,5,16,4,0,4,0,1,0,0,0,0,95
PHYSICS,PHYSICS, 007B,003,SCIENT ENGIN PHYS  ,"ZETTL, A          ",68958,2,45,14,24,54,17,11,50,3,0,4,0,2,1,4,5,0,231
PHYSICS,PHYSICS, 007C,001,SCIENT ENGIN PHYS  ,"AGANAGIC, M       ",69036,4,18,4,18,8,8,3,3,6,0,2,0,1,3,0,3,0,78
PHYSICS,PHYSICS, 008A,001,INTRO PHYSICS      ,"BUEHLER, T        ",69078,7,51,25,44,40,42,26,23,25,0,11,0,3,6,7,13,2,312
PHYSICS,PHYSICS, 008A,002,INTRO PHYSICS      ,"BORDEL, C         ",69171,8,44,43,42,42,39,30,29,26,0,8,0,9,3,9,12,2,334
PHYSICS,PHYSICS, 008B,001,INTRO PHYSICS      ,"FAJANS, J         ",69270,8,20,9,28,23,9,13,21,7,0,5,0,1,1,1,2,0,146
PHYSICS,PHYSICS, 008B,002,INTRO PHYSICS      ,"FAJANS, J         ",69321,17,39,16,52,44,21,23,40,14,0,5,0,2,0,5,5,1,279
PHYSICS,PHYSICS, 105,001,ANALYTIC MECHANICS ,"HAGGARD, H M      ",69498,3,20,5,4,23,1,1,7,1,0,2,0,1,1,0,1,0,69
PHYSICS,PHYSICS, 110A,001,ELECTROMAGNET OPTIC,"QIU, Z Q          ",69507,6,14,8,8,15,8,0,5,0,0,5,2,1,0,0,0,0,72
PHYSICS,PHYSICS, 110A,002,ELECTROMAGNET OPTIC,"QIU, Z Q          ",69516,5,11,6,9,6,8,0,4,0,0,1,1,0,1,0,1,0,52
PHYSICS,PHYSICS, 110B,001,ELECTROMAGNET OPTIC,"ORENSTEIN, J W    ",69525,3,10,4,2,6,3,0,2,0,0,2,0,1,2,0,2,0,35
PHYSICS,PHYSICS, 111,001,MOD PHYS ELECT LAB ,"HOLZAPFEL, W      ",69534,2,18,5,2,8,2,0,1,0,0,0,0,2,0,0,0,1,41
PHYSICS,PHYSICS, 111,002,MOD PHYS ELECT LAB ,"HAEFFNER, H       ",69540,6,11,3,10,7,3,1,0,0,0,1,1,3,0,0,0,0,46
PHYSICS,PHYSICS, 112,001,STAT THERMAL PHYS  ,"GANOR, O J        ",69546,2,10,11,25,4,9,2,6,1,0,0,0,2,0,1,1,0,73
PHYSICS,PHYSICS, 129,001,PARTICLE PHYSICS   ,"KOLOMENSKY, Y     ",69555,1,10,3,2,2,1,0,0,0,0,1,0,1,0,0,0,0,21
PHYSICS,PHYSICS, 137A,001,QUANTUM MECHANICS  ,"HUANG, X          ",69564,1,17,17,17,18,9,1,5,1,0,0,1,3,1,1,2,0,92
PHYSICS,PHYSICS, 137A,002,QUANTUM MECHANICS  ,"CROMMIE, M        ",69573,2,8,6,5,7,4,2,4,1,0,1,0,0,1,0,1,0,41
PHYSICS,PHYSICS, 137B,001,QUANTUM MECHANICS  ,"BOUSSO, R         ",69582,7,11,7,4,15,8,0,5,0,0,3,0,3,0,1,1,0,64
PHYSICS,PHYSICS, 141A,001,SOLID STATE PHYSICS,"VISHWANATH, A     ",69591,3,10,11,9,2,0,0,0,0,0,0,0,0,0,0,0,1,37
PHYSICS,PHYSICS,C010,001,DESCRIPTIVE INTRO  ,"BOGGS, S E        ",69414,3,15,16,15,18,9,8,10,1,0,0,0,3,85,4,89,1,188
PHYSICS,PHYSICS,H007A,001,SCIENT ENGIN PHYS  ,"BLOXHAM, M J      ",68841,1,9,8,4,6,7,7,6,0,0,0,0,0,2,0,2,0,50
PHYSICS,PHYSICS,H007B,001,SCIENT ENGIN PHYS  ,"SIDDIQI, I        ",69027,2,2,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,13
PHYSICS,PHYSICS,H007C,001,SCIENT ENGIN PHYS  ,"WANG, F           ",69063,2,10,7,13,9,3,2,2,3,0,0,0,1,0,0,0,0,52
PLANTBI,PLANTBI, 010,001,"PLANTS, AGRI & SOC ","STASKAWICZ, B J   ",70303,4,12,19,11,12,3,2,1,0,0,0,0,2,29,4,33,0,99
PLANTBI,PLANTBI, 024,002,FRESHMAN SEMINAR   ,"SPECHT, C D       ",70309,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,17,0,17
PLANTBI,PLANTBI, 113,001,CALIFORNIA MUSHROOM,"BRUNS, T D        ",70500,3,1,3,2,3,0,0,1,0,0,0,0,1,3,0,3,0,17
PLANTBI,PLANTBI, 113,002,CALIFORNIA MUSHROOM,"BRUNS, T D        ",71116,3,10,2,0,3,1,0,0,0,0,0,0,0,5,0,5,0,24
PLANTBI,PLANTBI, 135,001,PHYSIOL BIOCHEM PL ,"MELIS, A          ",70507,0,8,12,6,7,1,1,2,0,0,0,0,0,1,0,1,0,38
PLANTBI,PLANTBI, 135L,001,PHYSIO BIOCH PB LAB,"MELIS, A          ",70510,2,0,3,0,2,1,0,0,1,0,0,0,0,0,0,0,0,9
PLANTBI,PLANTBI, 135L,002,PHYSIO BIOCH PB LAB,"MELIS, A          ",70513,4,1,2,1,2,3,0,1,0,0,0,0,0,0,0,0,0,14
PLANTBI,PLANTBI, 150,001,PLANT CELL BIOLOGY ,"SUNG, Z R         ",70516,1,3,4,4,2,3,2,2,1,0,1,1,0,0,0,0,0,24
PLANTBI,PLANTBI, 150L,001,LAB PLANT CELL BIOL,"SUNG, Z R         ",70522,3,3,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,16
PLANTBI,PLANTBI, 185,001,TECH LT MICROSCOPY ,"RUZIN, S E        ",70525,0,3,7,5,2,9,2,3,0,0,0,0,0,1,0,1,0,33
PLANTBI,PLANTBI, 198,002,DIRECTED GROUP STDY,"GRONSBELL, J      ",70657,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,0,5
PLANTBI,PLANTBI, 198,003,DIRECTED GROUP STDY,"SPECHT, C D       ",70660,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,8,0,8
PLANTBI,PLANTBI,C112,001,GEN MICROBIOLOGY   ,"RYAN, K R         ",70471,2,4,4,13,7,9,4,5,1,2,3,0,0,0,0,0,0,54
PLANTBI,PLANTBI,C112L,001,MICROBIOLOGY LAB   ,"KOMEILI, A        ",70492,0,0,4,1,3,3,0,0,0,0,0,0,0,0,0,0,0,11
PLANTBI,PLANTBI,C112L,002,MICROBIOLOGY LAB   ,"KOMEILI, A        ",70495,0,2,2,4,3,3,0,0,0,0,0,0,0,0,0,0,0,14
PLANTBI,PLANTBI,C116,001,MICROBIAL DIVERSITY,"COATES, J D       ",70501,0,0,2,3,3,1,0,0,1,0,0,0,0,2,1,3,0,13
POL SCI,POL SCI, 001,001,INTRO AMERICAN POL ,"PIERSON, P        ",71303,0,25,55,50,55,35,13,16,6,2,2,2,6,51,7,58,2,327
POL SCI,POL SCI, 002,001,INTRO COMPARAT POL ,"FISH, M S         ",71348,2,41,115,97,35,15,8,2,0,0,0,0,4,41,0,41,2,362
POL SCI,POL SCI, 003,001,EMPIRICAL ANALYSIS ,"WITTENBERG, J     ",71393,1,63,45,60,56,26,22,12,10,5,6,1,6,3,5,8,1,322
POL SCI,POL SCI, 005,001,INTRO TO INTERN REL,"GUROWITZ, A       ",71447,0,37,66,74,55,22,7,5,1,1,1,0,2,31,4,35,1,307
POL SCI,POL SCI, 102,001,AMERICAN EXECUTIVE ,"BIMES, T L        ",71507,2,4,8,11,14,3,3,1,2,1,0,0,3,0,2,2,0,54
POL SCI,POL SCI, 112C,001,HIST POL THEORY    ,"BROWN, W L        ",71567,0,13,22,40,41,18,14,8,0,0,0,0,2,2,2,4,1,163
POL SCI,POL SCI, 118AC,001,THREE AMER CULTURES,"PERMAUL, N        ",71552,0,3,10,20,12,6,1,0,0,0,0,1,1,0,0,0,0,54
POL SCI,POL SCI, 138E,001,VARIETIES OF CAPITA,"VOGEL, S K        ",71630,0,14,36,24,16,6,2,1,0,0,0,0,1,2,0,2,1,103
POL SCI,POL SCI, 139D,001,URBAN SUB NATI POLI,"POST, A E         ",71660,0,6,10,2,11,6,3,7,1,0,0,0,1,0,2,2,0,49
POL SCI,POL SCI, 140F,001,TOPICS IN COMP POL ,"CHIMA, J S        ",71746,2,7,10,4,2,1,0,0,1,0,0,0,1,0,0,0,0,28
POL SCI,POL SCI, 141C,001,POL GOVT EAST EUR  ,"WITTENBERG, J     ",71669,1,9,7,5,7,2,5,4,2,2,3,2,2,0,0,0,0,51
POL SCI,POL SCI, 143B,001,JAPANESE POLITICS  ,"PEMPEL, T         ",71687,0,16,5,9,8,4,3,2,2,0,0,0,1,0,0,0,1,51
POL SCI,POL SCI, 143C,001,CHINESE POLITICS   ,"O'BRIEN, K        ",71696,0,9,12,8,16,4,2,1,0,0,1,0,1,1,0,1,0,55
POL SCI,POL SCI, 144B,001,KOREAN POLITICS    ,"LEE, H Y          ",71705,0,9,12,10,14,3,3,0,0,0,0,0,1,0,0,0,0,52
POL SCI,POL SCI, 146A,001,AFRICAN POLITICS   ,"ARRIOLA, L R      ",71720,0,8,8,12,10,5,2,1,0,0,1,0,0,1,0,1,1,49
POL SCI,POL SCI, 147F,001,CONTEMP FRENCH POL ,"LEVY, J D         ",71729,2,15,15,1,3,8,1,1,3,0,0,0,1,0,0,0,2,52
POL SCI,POL SCI, 149E,001,TOPICS IN AREA STDY,"ZOOK, D C         ",71744,1,16,16,20,32,7,5,2,0,1,0,0,2,2,1,3,4,109
POL SCI,POL SCI, 150,001,AMER LEGAL SYSTEM  ,"FARHANG, S        ",72869,1,10,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,25
POL SCI,POL SCI, 164A,001,POL PSYCH INVOLV   ,"STOKER, L         ",71747,13,36,34,22,28,21,15,17,12,6,5,0,6,1,2,3,1,219
POL SCI,POL SCI, 166,001,LATINOS US POLITICA,"HERO, R E         ",71543,0,9,14,11,26,11,6,8,4,0,2,0,5,1,0,1,1,100
POL SCI,POL SCI, 171,001,CALIFORNIA POLITICS,"LEMPERT, E T      ",71774,0,11,15,9,6,3,6,0,1,0,0,0,2,0,0,0,0,53
POL SCI,POL SCI, 179,001,COLLOQ ON POL SCI  ,"ROSS, A D         ",71789,0,0,0,0,0,0,0,0,0,0,0,0,0,573,89,662,0,662
POL SCI,POL SCI, 191,001,JUNIOR SEMINAR     ,"COLLIER, D        ",71797,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
POL SCI,POL SCI, 191,002,JUNIOR SEMINAR     ,"SILVERBERG, H     ",71798,0,3,8,3,1,1,0,0,0,0,0,0,0,0,0,0,0,16
POL SCI,POL SCI, 191,003,JUNIOR SEMINAR     ,"VOGEL, S K        ",71801,0,3,7,2,0,1,0,0,0,0,0,0,0,0,0,0,1,14
POL SCI,POL SCI, 191,004,JUNIOR SEMINAR     ,"ANSELL, C K       ",71804,0,5,8,2,3,0,0,0,0,0,0,0,0,0,0,0,1,19
POL SCI,POL SCI, 191,005,JUNIOR SEMINAR     ,"ZIEGLER, J N      ",71807,0,2,5,6,2,0,0,0,0,0,0,0,0,0,0,0,1,16
POL SCI,POL SCI, 191,006,JUNIOR SEMINAR     ,"STIMSON, S C      ",71810,0,14,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19
POL SCI,POL SCI, 198,002,DIRECTED GROUP STDY,"WIN - THU, J Y    ",71876,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,31,0,31
POL SCI,POL SCI, 198,003,DIRECTED GROUP STDY,"MAKAREMI, S       ",71879,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,13,0,13
POL SCI,POL SCI,C135,001,GAME THEORY SOC SCI,"POWELL, R L       ",71597,0,22,7,10,31,7,6,7,11,1,4,0,3,12,14,26,0,135
POL SCI,POL SCI,C196W,001,SPECIAL RESEARCH   ,"CAIN, B           ",71846,0,10,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,17
PSYCH,PSYCH, 001,001,GENERAL PSYCHOLOGY ,"GADE, C J         ",73803,64,141,94,39,33,21,8,8,2,1,2,1,3,20,1,21,0,438
PSYCH,PSYCH, 002,001,PRINCIPLES OF PSYCH,"CHEN, S H         ",73887,21,55,18,7,10,6,2,3,3,0,1,0,1,14,5,19,0,146
PSYCH,PSYCH, 002,002,PRINCIPLES OF PSYCH,"JOHN-HENDERSON, N ",73890,14,49,34,14,19,10,2,6,2,1,0,0,1,29,3,32,0,185
PSYCH,PSYCH, 002,003,PRINCIPLES OF PSYCH,"ROSNER, Z A       ",75345,19,49,23,20,18,9,7,3,2,1,0,0,2,23,6,29,0,182
PSYCH,PSYCH, 039E,001,FRESH/SOPH SEMINAR ,"SHIMAMURA, A P    ",73891,0,13,2,1,1,0,0,0,0,0,0,0,0,3,0,3,0,20
PSYCH,PSYCH, 098,011,SUPERV GROUP STUDY ,"HESSE, E D        ",73919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
PSYCH,PSYCH, 101,001,RES & DATA ANALYSIS,"THEUNISSEN, F E   ",73953,9,30,26,19,37,9,15,17,8,0,3,0,4,1,7,8,0,185
PSYCH,PSYCH, 109,001,HISTORY OF PSYCH   ,"SAMMARTINO, J     ",73985,10,10,16,4,1,1,0,0,0,0,0,0,1,3,0,3,0,46
PSYCH,PSYCH, 119,001,DRUGS AND BEHAVIOR ,"PRESTI, D E       ",74028,15,25,24,25,24,8,2,11,1,0,1,0,2,6,0,6,0,145
PSYCH,PSYCH, 128,001,TOP SEM COG PSYCH  ,"GRIFFITHS, T      ",74166,3,4,3,2,0,0,0,0,0,0,0,0,0,3,0,3,1,16
PSYCH,PSYCH, 130,001,CLINICAL PSYCHOLOGY,"HARVEY, A G       ",74169,5,95,34,20,29,5,4,6,3,0,0,0,0,4,1,5,0,206
PSYCH,PSYCH, 133,001,PSYCHOLOGY OF SLEEP,"WALKER, M P       ",74238,19,105,78,39,22,4,1,2,0,0,0,1,1,11,1,12,0,284
PSYCH,PSYCH, 140,001,DEVELOPMENT PSYCH  ,"XU, F             ",74277,16,64,24,15,35,10,6,11,2,3,4,0,1,7,3,10,0,201
PSYCH,PSYCH, 146,001,ATTACHMENT PROCESS ,"MAIN, M B         ",74304,1,15,14,10,6,4,5,2,3,0,0,2,2,6,3,9,1,75
PSYCH,PSYCH, 148,001,TOP SEMS DEVEL PSY ,"CAMPOS, J         ",74324,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
