Grade Distribution for Spring 2016 Undergraduate Courses at UC Berkeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Academic Year: 2015-2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semester: Spring (End of Term Data),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: Cal Answers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Type: Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Level: 0-199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVC-BRP: Office of Planning and Analysis (kbs) 9/27/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excludes classes where all students received the same grade & excludes classes with fewer than 10 enrollments (privacy issue),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semester Year Name Concat,Crs Academic Dept Short Nm,Course Subject Cd,Course Subject Short Nm,Course Number,Section Nbr,Course Title Nm,Instr Name Concat,Course Control Nbr,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Pass,Satisfactory,Not Pass,Unsatisfactory,Incomplete,Total Enrollments,
2016 Spring,Public Health,PB HLTH,Public Health,196,004,Spec Topics Pb Hlth,Jeffrey Oxendine; Lisa Barcellos; William Satariano,75697,6,15,1,,,,,,,,,,,,,,,,22,
2016 Spring,Public Health,PB HLTH,Public Health,196,005,Spec Topics Pb Hlth,Phuoc Le,75700,1,6,5,3,5,1,1,,,,,,,,,,,,22,
2016 Spring,Public Health,PB HLTH,Public Health,198,050,Directed Group Stdy,Jeffrey Oxendine,75808,,,,,,,,,,,,,,19,,1,,,20,
2016 Spring,Public Health,PB HLTH,Public Health,198,051,Directed Group Stdy,Ndola Prata,75809,,,,,,,,,,,,,,12,,,,1,13,
2016 Spring,Public Health,PB HLTH,Public Health,198,053,Directed Group Stdy,Ndola Prata,75815,,,,,,,,,,,,,,10,,,,3,13,
2016 Spring,Public Health,PB HLTH,Public Health,198,059,Directed Group Stdy,John Swartzberg,75833,,,,,,,,,,,,,,46,,1,,,47,
2016 Spring,Public Health,PB HLTH,Public Health,198,066,Directed Group Stdy,Sarah Gamble,75854,,,,,,,,,,,,,,13,,1,,,14,
2016 Spring,Public Health,PB HLTH,Public Health,198,068,Directed Group Stdy,Winston Tseng,75860,,,,,,,,,,,,,,23,1,,,,24,
2016 Spring,Public Policy,PUB POL,Public Policy,101,001,Intro Pub Pol Anal,Sarah Anzia,77133,3,22,19,23,11,6,1,,,,,,3,6,,,,,94,
2016 Spring,Public Policy,PUB POL,Public Policy,C103,001,Wealth And Poverty,Robert Reich,77145,41,115,121,106,78,39,13,2,,2,,,2,127,1,4,,2,653,
2016 Spring,Public Policy,PUB POL,Public Policy,117AC,001,Race Ethn & Pub Pol,Jane Mauldon,77240,10,24,11,1,1,2,,,,,,,,2,,,,,51,
2016 Spring,Public Policy,PUB POL,Public Policy,156,001,Program&Pol Design,Michael O'Hare,77586,2,9,6,3,2,,,,,,,,,,,,,1,23,
2016 Spring,Public Policy,PUB POL,Public Policy,190,001,Spec Topics Pub Pol,Alexander Gelber,77243,,9,2,,,,,,,,,,,1,,,,,12,
2016 Spring,Public Policy,PUB POL,Public Policy,190,002,Spec Topics Pub Pol,Jennifer Skeem,77244,,5,6,3,4,1,2,,,,,,,2,,2,,,25,
2016 Spring,Public Policy,PUB POL,Public Policy,190,005,Spec Topics Pub Pol,Amy Lerman,77252,4,9,3,,,,,,,,,,,,,,,1,17,
2016 Spring,Public Policy,PUB POL,Public Policy,190,006,Spec Topics Pub Pol,Michael Nacht,77253,3,4,7,7,4,,,,,,,,,1,,,,3,29,
2016 Spring,Public Policy,PUB POL,Public Policy,190,011,Spec Topics Pub Pol,Peter Schuck,77256,,3,,,3,1,,3,,,,,,1,,,,,11,
2016 Spring,Public Policy,PUB POL,Public Policy,198,003,Directed Group Stdy,Jane Mauldon,77268,,,,,,,,,,,,,,19,,3,,,22,
2016 Spring,Rhetoric,RHETOR,Rhetoric,R1A,003,Craft Of Writing,Emily O'Rourke; Kuan Hwa; Michael Mascuch,77809,1,5,10,5,6,3,1,1,,,,,1,,,,,,33,
2016 Spring,Rhetoric,RHETOR,Rhetoric,R1A,005,Craft Of Writing,Evyn Espiritu; Kelianne Montalvo; Michael Mascuch,77815,2,13,15,1,1,,,,,,,,,,,,,,32,
2016 Spring,Rhetoric,RHETOR,Rhetoric,R1A,006,Craft Of Writing,Janice Yu; Megan Alvarado Saggese; Michael Mascuch,77817,,1,5,7,8,3,2,,,,1,,,,,,,,27,
2016 Spring,Rhetoric,RHETOR,Rhetoric,R1B,001,Craft Of Writing,Alexandria Wright; Michael Mascuch; Suzanne Li Puma,77818,1,6,11,10,,,,,,,,,,,,,,,28,
2016 Spring,Rhetoric,RHETOR,Rhetoric,R1B,002,Craft Of Writing,Alexandra Budny; Michael Mascuch; Ryan Ikeda,77821,,6,5,11,8,,2,,,,,,,,,,,,32,
2016 Spring,Rhetoric,RHETOR,Rhetoric,R1B,003,Craft Of Writing,Isabel Gottlieb; Michael Mascuch; Nina Hagel,77824,,4,5,3,2,,,,,,,,,,,,,,14,
2016 Spring,Rhetoric,RHETOR,Rhetoric,R1B,004,Craft Of Writing,Jacqueline Alas; Michael Mascuch; Nehama Rogozen,77827,5,3,1,,,2,1,1,,,,,,,,,,1,14,
2016 Spring,Rhetoric,RHETOR,Rhetoric,R1B,006,Craft Of Writing,Mary Agnes Hoopes; Michael Mascuch,77833,1,6,3,3,1,,,,,,,,,,,,,,14,
2016 Spring,Rhetoric,RHETOR,Rhetoric,R1B,009,Craft Of Writing,Lisa Jacobson; Michael Mascuch; Nicholaus Gutierrez,77842,,7,13,6,7,1,,,,,,1,,,,,,,35,
2016 Spring,Rhetoric,RHETOR,Rhetoric,R1B,010,Craft Of Writing,Aakash Suchak; Kevin Block; Michael Mascuch,77845,,7,8,4,2,,,,,,,,,,,1,,,22,
2016 Spring,Rhetoric,RHETOR,Rhetoric,20,001,Rhet Interpretation,Winnie Wong,77851,,18,36,27,15,2,1,2,,,,,,6,,,,1,108,
2016 Spring,Rhetoric,RHETOR,Rhetoric,103B,001,Hist Of Rhetoric Ii,Aaron Wintroub,77881,5,34,26,3,5,1,,,,,,,2,,,1,,3,80,
2016 Spring,Rhetoric,RHETOR,Rhetoric,104,001,Historical Rhetoric,Aaron Wintroub,77896,3,10,1,1,,1,,,,,,1,,,,,,1,18,
2016 Spring,Rhetoric,RHETOR,Rhetoric,109,001,Aesthetics Rhetoric,Ramona Naddaff,78327,,3,1,12,5,,,,,,,,,1,,,,,22,
2016 Spring,Rhetoric,RHETOR,Rhetoric,116,001,Culture And Society,Marianne Constable,77899,,1,4,3,2,,,1,,,,,1,,,,,,12,
2016 Spring,Rhetoric,RHETOR,Rhetoric,117,001,Lang/Truth/Dialogue,Marianne Constable,77902,,5,5,3,,2,,,,,,,1,1,,,,,17,
2016 Spring,Rhetoric,RHETOR,Rhetoric,124,001,Rhetor Of Poetry,Benjamin Lempert,77905,,6,3,1,,,,,,,,,,,,,,1,11,
2016 Spring,Rhetoric,RHETOR,Rhetoric,128T,001,Polit Of Interview,Minh-Ha Trinh,77911,3,9,5,2,,,,,,,,,,,1,,,,20,
2016 Spring,Rhetoric,RHETOR,Rhetoric,130,001,Novel Into Film,Eileen Jones,77917,1,3,8,1,1,1,,,,,,,,4,,,,,19,
2016 Spring,Rhetoric,RHETOR,Rhetoric,131T,001,Genre In Film & Lit,Eileen Jones,77920,,1,4,3,1,,,,,,,,,1,,,,1,11,
2016 Spring,Rhetoric,RHETOR,Rhetoric,132T,001,Auteur In Film,Eileen Jones,77923,,12,9,3,,,,,,,,,1,,,,,,25,
2016 Spring,Rhetoric,RHETOR,Rhetoric,137,001,Rhetor Of Image,Michael Mascuch,77929,,3,10,5,2,,,,,,,,,3,1,,,,24,
2016 Spring,Rhetoric,RHETOR,Rhetoric,138,001,Tv Criticism,Felipe Gutterriez,77932,,6,13,2,,,,,,,,,,,,,,2,23,
2016 Spring,Rhetoric,RHETOR,Rhetoric,153,001,American Politics,Benjamin Lempert,78334,,7,6,5,3,,,,,,,,,,,,,,21,
2016 Spring,Rhetoric,RHETOR,Rhetoric,158,001,Adv Pol Theory,Felipe Gutterriez,77938,,2,4,2,,,,,,,,,1,1,,,,2,12,
2016 Spring,Rhetoric,RHETOR,Rhetoric,166,001,Rhet Law Politics,Samera Esmeir,77941,,3,3,5,1,2,1,1,,,,,,,,,,,16,
2016 Spring,Rhetoric,RHETOR,Rhetoric,167,001,Adv Theory Phil Arg,Nancy Weston,77944,,4,3,4,5,,,2,,,1,,,1,,,,1,21,
2016 Spring,Rhetoric,RHETOR,Rhetoric,170,001,Social Science,Mario Wimmer,77946,2,3,8,,,,,,,,,,,2,,,,1,16,
2016 Spring,Rhetoric,RHETOR,Rhetoric,182,001,Rhet Of Sexual Exch,Pheng Cheah,77947,,1,7,6,2,1,1,2,1,,,,1,,,2,,,24,
2016 Spring,Scandinavian,CELTIC,Celtic Studies,R1B,001,Voices/Celtic World,Dara Hellman,10453,,2,2,,3,1,,2,,1,,,,,,,,1,12,
2016 Spring,Scandinavian,CELTIC,Celtic Studies,R1B,002,Voices/Celtic World,Thomas Walsh,10456,,11,,4,2,,,1,,,,,,,,,,,18,
2016 Spring,Scandinavian,CELTIC,Celtic Studies,173,001,Celtic Christianity,Annalee Rejhon,10492,2,3,2,2,8,1,1,2,,1,,1,,6,,4,,,33,
2016 Spring,Scandinavian,SCANDIN,Scandinavian,R5B,001,Reading & Comp,Jonas Wellendorf; Rosie Taylor,78503,,8,7,1,,,1,,,,,,,,,,,,17,
2016 Spring,Scandinavian,SCANDIN,Scandinavian,R5B,003,Reading & Comp,Adam Carl; Jonas Wellendorf,78509,,6,1,5,1,,,,,,,,1,,,,,,14,
2016 Spring,Scandinavian,SCANDIN,Scandinavian,R5B,004,Reading & Comp,Molly Bauer,78512,,3,3,4,3,,1,,,,,,,,,,,,14,
2016 Spring,Scandinavian,SCANDIN,Scandinavian,R5B,005,Reading & Comp,Monica Hidalgo,78515,,6,6,2,2,,1,,,,,,,,,,,,17,
2016 Spring,Scandinavian,SCANDIN,Scandinavian,R5B,006,Reading & Comp,Carl Olsen,78518,4,5,7,2,1,,,,,,,,,,,,,,19,
2016 Spring,Scandinavian,SCANDIN,Scandinavian,R5B,007,Reading & Comp,Jackson Crawford,78521,3,6,,3,4,1,,,,,,,,,,,,,17,
2016 Spring,Scandinavian,SCANDIN,Scandinavian,60,001,Heroic Legends,Katherine Heslop,78524,1,5,4,2,,,,1,,,,,1,4,,,,1,19,
2016 Spring,Scandinavian,SCANDIN,Scandinavian,106,001,Hans C Andersen,Karin Sanders,78548,,9,10,6,,,,1,,,,,1,19,,,,,46,
2016 Spring,Scandinavian,SCANDIN,Scandinavian,120,001,Scandinavian Novel,Monica Hidalgo,78551,1,8,7,1,,,1,,,,,,,4,,,,,22,
2016 Spring,Scandinavian,SCANDIN,Scandinavian,C160,001,Scand Myth Religion,Jonas Wellendorf,78590,,10,18,3,1,,1,,,,,,,7,,,,,40,
2016 Spring,Slavic Languages & Literatures,ARMENI,Armenian,124,001,Armenian Literature,Myrna Douzjian,80309,,7,7,,,,,,,,,,,1,,,,1,16,
2016 Spring,Slavic Languages & Literatures,RUSSIAN,Russian,1,001,Elementary Russian,Caroline Brickman; Lisa Little,81203,1,7,4,3,2,,,,,,,,,1,,,,,18,
2016 Spring,Slavic Languages & Literatures,RUSSIAN,Russian,2,001,Elementary Russian,Lisa Little; Thomas Dyne,81209,,5,2,1,1,1,,,,,,,,2,,1,,,13,
2016 Spring,Slavic Languages & Literatures,RUSSIAN,Russian,120B,001,Adv Russ Conv/Comm,Lisa Little,81230,,4,5,1,,,1,,,,,,,2,,,,,13,
2016 Spring,Slavic Languages & Literatures,SLAVIC,Slavic Languages & Lit,R5A,001,Reading And Comp,Anne Nesbet; Linnea Josefina Lundblad Janjic,79703,,4,10,2,,,,,,,,,,,,,,,16,
2016 Spring,Slavic Languages & Literatures,SLAVIC,Slavic Languages & Lit,R5A,002,Reading And Comp,Anne Nesbet; Chloe Kitzinger-Shedlock,79706,,2,6,8,1,,,,,,,,,,,,,,17,
2016 Spring,Slavic Languages & Literatures,SLAVIC,Slavic Languages & Lit,R5B,001,Reading And Comp,Anne Nesbet; Brian Egdorf,79709,,2,4,7,2,1,,,,,,,1,,,,,,17,
2016 Spring,Slavic Languages & Literatures,SLAVIC,Slavic Languages & Lit,R5B,002,Reading And Comp,Anne Nesbet; Jennifer Flaherty,79712,,,3,4,7,2,,,,1,,,,,,,,,17,
2016 Spring,Slavic Languages & Literatures,SLAVIC,Slavic Languages & Lit,39L,001,Lower Div Seminar,Lyubov Golburt,79715,,9,5,3,3,,,,,,,,,3,,,,,23,
2016 Spring,Slavic Languages & Literatures,SLAVIC,Slavic Languages & Lit,46,001,20th Cent Russ Lit,Myrna Douzjian,79718,1,1,8,2,2,,,,,,,,,1,,1,,,16,
2016 Spring,Slavic Languages & Literatures,SLAVIC,Slavic Languages & Lit,50,001,Rus/E Eur/Euras Cul,Darya Kavitskaya,79721,7,26,1,2,5,,,1,,,,,,16,,2,,,60,
2016 Spring,Slavic Languages & Literatures,SLAVIC,Slavic Languages & Lit,134C,001,Dostoevsky,Eric Naiman,79787,,1,9,3,3,3,2,,,,,,,7,,,,3,31,
2016 Spring,Slavic Languages & Literatures,SLAVIC,Slavic Languages & Lit,147A,001,East Slavic Folklor,Ronelle Alexander,79796,2,7,8,1,2,3,,,,,,,,3,,,,,26,
2016 Spring,Slavic Languages & Literatures,SLAVIC,Slavic Languages & Lit,190,001,Russian Culture,Anna Muza,79802,2,12,2,,,,,,,,,,,,,,,,16,
2016 Spring,Social Welfare,SOC WEL,Social Welfare,98,007,Directed Group Stdy,Gregory Merrill,81765,,,,,,,,,,,,,,6,,5,,,11,
2016 Spring,Social Welfare,SOC WEL,Social Welfare,107,001,"Fndns,Phil,Grant Wt",Kimberly Klein,81306,5,21,,,,,,1,,,,,,2,,,,,29,
2016 Spring,Social Welfare,SOC WEL,Social Welfare,110,001,Soc Wk As A Prof,Susan Stone,81309,12,9,7,9,4,3,1,1,1,,,,,1,,,,1,49,
2016 Spring,Social Welfare,SOC WEL,Social Welfare,112,001,Soc Welfare Policy,Tina Sacks,81318,7,20,39,14,12,3,,,,,,,,,,,,,95,
2016 Spring,Social Welfare,SOC WEL,Social Welfare,114,001,Practice In Soc Wk,Keshia Williams,81333,,32,9,6,1,1,,,,,,1,,,,,,,50,
2016 Spring,Social Welfare,SOC WEL,Social Welfare,116,001,Current Topics,Amanda Reiman,81342,15,29,3,,2,,,,,,,,2,,,,,,51,
2016 Spring,Social Welfare,SOC WEL,Social Welfare,116H,001,Homelessness/Amerca,Steven Segal,81348,5,12,9,1,2,,,1,,,,,1,1,,,,,32,
2016 Spring,Social Welfare,SOC WEL,Social Welfare,181,001,Soc Sci Crm Prv Pol,Jennifer Skeem,81350,,4,2,3,3,4,1,,2,,,,,3,,,,,22,
2016 Spring,Social Welfare,SOC WEL,Social Welfare,197,006,Field Study,Amanda Reiman,81777,,,,,,,,,,,,,,16,,1,,,17,
2016 Spring,Social Welfare,SOC WEL,Social Welfare,198,005,Directed Group Stdy,Kristen Gustavson,81735,,,,,,,,,,,,,,24,,1,,,25,
2016 Spring,Social Welfare,SOC WEL,Social Welfare,198,007,Directed Group Stdy,Gregory Merrill,81768,,,,,,,,,,,,,,33,,2,,,35,
2016 Spring,Sociology,SOCIOL,Sociology,1,001,Intro To Sociology,Sandra Smith,81903,73,82,52,26,18,14,4,7,8,3,1,1,3,10,,2,,2,306,
2016 Spring,Sociology,SOCIOL,Sociology,3AC,001,Prin Soc: Am Cultur,Tiffany Page,81954,,45,35,23,36,17,18,13,9,4,1,,2,27,,9,,1,240,
2016 Spring,Sociology,SOCIOL,Sociology,5,001,Eval Of Evidence,Daniel Schneider,81957,5,29,47,25,32,9,6,5,1,1,,,,1,,,,,161,
2016 Spring,Sociology,SOCIOL,Sociology,98,004,Directed Group Stdy,Joanna Reed,81996,,,,,,,,,,,,,,48,,1,,,49,
2016 Spring,Sociology,SOCIOL,Sociology,98BC,001,Directed Group Stud,Elise Herrala; Kim Voss,82029,,,,,,,,,,,,,,17,,2,,,19,
2016 Spring,Sociology,SOCIOL,Sociology,98BC,003,Directed Group Stud,Katherine Maich; Kim Voss,82035,,,,,,,,,,,,,,9,,1,,,10,
2016 Spring,Sociology,SOCIOL,Sociology,102,001,Soc Theory Ii,Michael Burawoy,82038,2,21,56,58,53,29,19,8,3,,,,3,,,,,3,255,
2016 Spring,Sociology,SOCIOL,Sociology,105,001,Design & Methods,Gillian Gualtieri; Michael Burawoy,82082,,6,4,2,7,1,,,,,,,,1,,,,2,23,
2016 Spring,Sociology,SOCIOL,Sociology,106,001,Quan Soc Methods,Leo Goodman,82083,,3,8,2,1,1,,2,,,,,,,,,,,17,
2016 Spring,Sociology,SOCIOL,Sociology,108,001,Interview Methods,John Kaiser,82085,,3,3,4,1,,,,,,,,,1,,,,,12,
2016 Spring,Sociology,SOCIOL,Sociology,110,001,Org & Soc Insti,Linus Huang,82086,44,38,10,9,8,8,10,3,3,2,1,,11,18,,7,1,2,175,
2016 Spring,Sociology,SOCIOL,Sociology,111AC,001,Socio Of The Family,Mary Kelsey,82089,22,88,43,14,8,2,1,2,,,,,,16,,,,2,198,
2016 Spring,Sociology,SOCIOL,Sociology,113AC,001,Education,Brian Powers,82092,3,10,13,7,4,,1,,,,,,1,6,,1,,4,50,
2016 Spring,Sociology,SOCIOL,Sociology,117,001,Sport As Social Ins,Linus Huang,82110,5,44,35,20,26,10,4,13,1,,1,1,1,23,,9,,3,196,
2016 Spring,Sociology,SOCIOL,Sociology,120,001,Econ And Society,Christoph Hermann,82113,2,14,26,13,10,4,,2,,,1,1,1,2,,1,,4,81,
2016 Spring,Sociology,SOCIOL,Sociology,121,001,Soc Of Entrepreneur,Szonja Ivester,82134,1,12,37,14,19,6,7,6,3,2,1,2,3,26,,12,,,151,
2016 Spring,Sociology,SOCIOL,Sociology,127,001,Develop & Globa,Thomas Gold,82152,1,32,18,7,18,8,1,4,1,,2,,3,8,,2,,1,106,
2016 Spring,Sociology,SOCIOL,Sociology,130AC,001,Soc Inequal:Am Cult,Joanna Reed,82173,,15,31,25,28,14,4,,,1,,,1,5,,1,,4,129,
2016 Spring,Sociology,SOCIOL,Sociology,131AC,001,Race/Eth Rel:Am Cul,Andrew Barlow,82176,2,9,15,4,3,2,,,,,,,1,1,,,,,37,
2016 Spring,Sociology,SOCIOL,Sociology,133,001,Sociology Of Gender,Jill Bakehorn,82185,2,5,13,21,18,12,7,7,3,,3,,1,6,,2,,1,101,
2016 Spring,Sociology,SOCIOL,Sociology,136,001,Urban Sociology,Joanna Reed,82188,,6,11,7,5,1,,1,,,,1,,1,,,,1,34,
2016 Spring,Sociology,SOCIOL,Sociology,139F,001,Seltop:Ineqlty:Food,Jill Bakehorn,82248,4,6,14,18,11,6,3,2,1,,,,,6,,,,,71,
2016 Spring,Sociology,SOCIOL,Sociology,140,001,Polit & Soc Cha,Dylan Riley,82218,,6,5,1,2,,1,4,,,,,2,1,,3,,1,26,
2016 Spring,Sociology,SOCIOL,Sociology,150,001,Social Psych,Brian Powers,82233,2,29,41,27,9,2,4,1,,,,,,2,,,,2,119,
2016 Spring,Sociology,SOCIOL,Sociology,160,001,Sociol Of Culture,Griselda Cristina Mora-Torres,82236,16,9,15,6,12,2,3,1,4,1,4,,,9,,2,,,84,
2016 Spring,Sociology,SOCIOL,Sociology,163,001,Popular Culture,Jill Bakehorn,82239,4,9,23,27,21,10,9,7,2,,,,1,23,,1,,,137,
2016 Spring,Sociology,SOCIOL,Sociology,166,001,Society & Techn,Elif Kalelostuvali,82242,1,12,15,22,15,5,1,,1,1,1,,,4,,1,,,79,
2016 Spring,Sociology,SOCIOL,Sociology,C167,001,Virtul Comm/Soc Med,Edwin Lin,82245,,107,30,10,10,,,1,,,,,,3,,,,1,162,
2016 Spring,Sociology,SOCIOL,Sociology,180C,001,Comp Persp: Culture,Szonja Ivester,82254,2,7,4,1,4,7,2,,1,,1,,2,2,,3,,,36,
2016 Spring,Sociology,SOCIOL,Sociology,182,001,Rac Dom/Intn'L Pers,Loic Wacquant,82260,3,1,1,1,1,1,1,,2,,,,1,5,,,,,17,
2016 Spring,Sociology,SOCIOL,Sociology,190,001,Sem & Res In So,Thomas Gold,82263,,7,7,6,3,,2,,,,,,,,,,,,25,
2016 Spring,Sociology,SOCIOL,Sociology,190,003,Sem & Res In So,Dylan Riley,82266,1,,4,1,3,,1,2,1,,,1,,,,,,,14,
2016 Spring,Sociology,SOCIOL,Sociology,190,004,Sem & Res In So,Ann Swidler,82269,10,4,3,,,1,,1,,,,,,,,,,,19,
2016 Spring,Sociology,SOCIOL,Sociology,190,006,Sem & Res In So,Edwin Ackerman; Mara Loveman,82275,1,4,2,1,4,1,2,1,1,,,,,,,,,2,19,
2016 Spring,Sociology,SOCIOL,Sociology,190,007,Sem & Res In So,Emine Elcioglu; Michael Burawoy,82278,1,8,3,8,,1,,1,1,,,,,,,1,,,24,
2016 Spring,Sociology,SOCIOL,Sociology,H190B,002,Sr Honor Thesis Sem,Mary Kelsey,82284,4,6,,,,,,,,,,,,,,,,,10,
2016 Spring,Sociology,SOCIOL,Sociology,198,001,Directed Group Stdy,Mary Kelsey,82401,,,,,,,,,,,,,,30,1,,,,31,
2016 Spring,Sociology,SOCIOL,Sociology,198,004,Directed Group Stdy,Joanna Reed,82410,,,,,,,,,,,,,,57,,1,,,58,
2016 Spring,Sociology,SOCIOL,Sociology,198,005,Directed Group Stdy,Thomas Gold,82413,,,,,,,,,,,,,,12,,2,,,14,
2016 Spring,Sociology,SOCIOL,Sociology,198BC,001,Directed Group Stud,Katherine Maich; Kim Voss,82506,,,,,,,,,,,,,,13,,1,,,14,
2016 Spring,Sociology,SOCIOL,Sociology,198BC,005,Directed Group Stud,Benjamin Shestakofsky; Kim Voss,82518,,,,,,,,,,,,,,17,,1,,,18,
2016 Spring,Sociology,SOCIOL,Sociology,198BC,006,Directed Group Stud,Benjamin Shestakofsky; Kim Voss,82521,,,,,,,,,,,,,,15,,1,,,16,
2016 Spring,Sociology,SOCIOL,Sociology,198BC,007,Directed Group Stud,Cyrus Dioun; Kim Voss,82524,,,,,,,,,,,,,,15,,1,,,16,
2016 Spring,South & SE Asian Studies,FILIPN,Filipino,1B,001,Intro To Filipino,Cynthia Agnes Aban,84603,1,15,4,,,,,,,,,,,,,,,,20,
2016 Spring,South & SE Asian Studies,FILIPN,Filipino,1B,002,Intro To Filipino,Cynthia Agnes Aban,84606,1,11,5,,,,,,,,,,,,,,,,17,
2016 Spring,South & SE Asian Studies,FILIPN,Filipino,1B,003,Intro To Filipino,Cynthia Agnes Aban,84609,2,15,1,,,,,,,,,,,,,,,,18,
2016 Spring,South & SE Asian Studies,FILIPN,Filipino,W1Y,001,Intro Filipn Online,Maria Barrios-Leblanc,84611,8,17,,,,,,,,,,,,,,,,5,30,
2016 Spring,South & SE Asian Studies,FILIPN,Filipino,100B,001,Intermed Filipino,Karen Llagas,84612,1,12,,,,,,,,,,,,,,,,,13,
2016 Spring,South & SE Asian Studies,FILIPN,Filipino,100B,002,Intermed Filipino,Karen Llagas,84615,,12,4,,,,,,,,,,,,,,,1,17,
2016 Spring,South & SE Asian Studies,FILIPN,Filipino,101B,001,Advanced Filipino,Maria Barrios-Leblanc,84621,8,7,1,,,,,,,,,,,,,,,,16,
2016 Spring,South & SE Asian Studies,HIN-URD,Hindi-Urdu,1B,001,Intrd Hindi,Pranjali Sirasao,84803,1,13,,,,,,,,,,,,1,,,,,15,
2016 Spring,South & SE Asian Studies,HIN-URD,Hindi-Urdu,1B,002,Intrd Hindi,Pranjali Sirasao,84806,,13,,3,,,,,,,,,,,,,,,16,
2016 Spring,South & SE Asian Studies,HIN-URD,Hindi-Urdu,2B,001,Intrd Urdu,Qamar Jalil,84809,3,9,2,1,,,,,,,,,,,,,,,15,
2016 Spring,South & SE Asian Studies,HIN-URD,Hindi-Urdu,103B,001,Intermediate Urdu,Qamar Jalil,84821,3,6,1,,,,,,,,,,,,,,,,10,
2016 Spring,South & SE Asian Studies,MALAY/I,Malay/Indonesian,1B,001,Introd Indonesian,Ninik Lunde,85103,2,12,2,,,,,,,,,,,1,1,,,,18,
2016 Spring,South & SE Asian Studies,MALAY/I,Malay/Indonesian,100B,001,Intermed Indonesian,Ninik Lunde,85106,5,15,,,,,,,,,,,,,,,,,20,
2016 Spring,South & SE Asian Studies,MALAY/I,Malay/Indonesian,100B,002,Intermed Indonesian,Ninik Lunde,85109,3,17,,,,,,,,,,,,,,,,,20,
2016 Spring,South & SE Asian Studies,PUNJABI,Punjabi,1B,001,Introd Punjabi,Upkar Ubhi,85203,1,7,3,1,,,,,,,,,,1,,,,,13,
2016 Spring,South & SE Asian Studies,S ASIAN,South Asian,1B,001,Civ Med & Mod India,Vasudha Paramasivan,84003,,9,5,2,2,1,,,,1,,,,22,,2,,,44,
2016 Spring,South & SE Asian Studies,S ASIAN,South Asian,R5B,001,India Writers Eye,Nicole Ferreira; Robert Goldman,84012,,7,5,5,2,,,,,,,,,,,,,,19,
2016 Spring,South & SE Asian Studies,S ASIAN,South Asian,R5B,002,India Writers Eye,Robert Goldman; Shivani Sud,84015,,5,7,3,2,,,,,,,,1,,,,,,18,
2016 Spring,South & SE Asian Studies,S ASIAN,South Asian,R5B,003,India Writers Eye,Kristina Rogahn; Robert Goldman,84018,1,6,4,4,,1,1,,,,,,,,,,,2,19,
2016 Spring,South & SE Asian Studies,S ASIAN,South Asian,R5B,004,India Writers Eye,Rachael Hyland; Robert Goldman,84021,,2,10,2,,2,,,1,,,,,,,,,,17,
2016 Spring,South & SE Asian Studies,S ASIAN,South Asian,110,001,Intro To Hinduism,Robert Goldman,84023,8,16,12,8,8,1,1,1,,,,,,3,,,,,58,
2016 Spring,South & SE Asian Studies,SEASIAN,Southeast Asian,10B,001,Intrd Civ Se Asia,Evan Winet,84103,1,5,6,1,5,,1,1,,1,,,2,6,,1,,,30,
2016 Spring,South & SE Asian Studies,"S,SEASN",South & SE Asian Studies,R5B,001,Under Western Eyes,Kathleen Gutierrez; Robert Goldman,83503,1,7,7,1,1,,,2,,,,,,,,,,,19,
2016 Spring,South & SE Asian Studies,"S,SEASN",South & SE Asian Studies,R5B,002,Under Western Eyes,Katherine Bruhn; Robert Goldman,83506,1,8,6,1,1,,1,,,1,,,,,,,,,19,
2016 Spring,South & SE Asian Studies,"S,SEASN",South & SE Asian Studies,R5B,003,Under Western Eyes,Megan Hewitt; Robert Goldman,83509,,8,5,,1,,,,1,,,,,1,,,,,16,
2016 Spring,South & SE Asian Studies,"S,SEASN",South & SE Asian Studies,39I,001,Fresh/Soph Seminar,Cynthia Agnes Aban; Maria Barrios-Leblanc; Ninik Lunde,83512,3,4,4,,,,,,,,,,,,,,,,11,
2016 Spring,South & SE Asian Studies,"S,SEASN",South & SE Asian Studies,39L,001,Fresh/Soph Seminar,Hanh Tran; Maria Barrios-Leblanc,83517,1,4,2,,,,,,,,,,1,1,,1,,,10,
2016 Spring,South & SE Asian Studies,"S,SEASN",South & SE Asian Studies,120,001,"Topics S,Seasn",Maria Barrios-Leblanc,83536,5,23,,,,,,,,,,,,,,,,,28,
2016 Spring,South & SE Asian Studies,"S,SEASN",South & SE Asian Studies,120,002,"Topics S,Seasn",Alexander Von Rospatt,83539,2,6,4,3,1,,,,,,,,,1,,,,,17,
2016 Spring,South & SE Asian Studies,"S,SEASN",South & SE Asian Studies,120,005,"Topics S,Seasn",Roland Tolentino,83548,4,12,,1,,,,,,,,,1,3,,1,,,22,
