Grade Distribution for Spring 2016 Undergraduate Courses at UC Berkeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Academic Year: 2015-2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semester: Spring (End of Term Data),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: Cal Answers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Type: Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Level: 0-199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVC-BRP: Office of Planning and Analysis (kbs) 9/27/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excludes classes where all students received the same grade & excludes classes with fewer than 10 enrollments (privacy issue),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semester Year Name Concat,Crs Academic Dept Short Nm,Course Subject Cd,Course Subject Short Nm,Course Number,Section Nbr,Course Title Nm,Instr Name Concat,Course Control Nbr,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Pass,Satisfactory,Not Pass,Unsatisfactory,Incomplete,Total Enrollments,
2016 Spring,History of Art,HISTART,History of Art,R1B,001,Visual Experience,Ivy Mills; Patricia Yu,04953,,11,2,,1,1,,1,,,,,,,,,,,16,
2016 Spring,History of Art,HISTART,History of Art,R1B,002,Visual Experience,Catherine Telfair,04956,,6,9,2,1,,,,,,,,,,,,,1,19,
2016 Spring,History of Art,HISTART,History of Art,R1B,003,Visual Experience,Ivy Mills; Jason Rozumalski,04959,,3,2,4,3,3,,,1,,,,,,,,,,16,
2016 Spring,History of Art,HISTART,History of Art,R1B,004,Visual Experience,Catherine Telfair,04962,,10,3,3,2,1,,,,,,,,,,,,,19,
2016 Spring,History of Art,HISTART,History of Art,R1B,005,Visual Experience,Ivy Mills; Margot Szarke,04965,,10,4,2,2,,,,,,,,,,,,,,18,
2016 Spring,History of Art,HISTART,History of Art,R1B,006,Visual Experience,Ivy Mills; Yi Yi Mon Kyo,04968,,7,5,3,,,,,,,,,,,,,,1,16,
2016 Spring,History of Art,HISTART,History of Art,R1B,007,Visual Experience,Ivy Mills; Vanessa Brutsche,04971,,6,5,2,1,,,,1,,,,,,,,,2,17,
2016 Spring,History of Art,HISTART,History of Art,R1B,008,Visual Experience,Ivy Mills; Sharone Tomer,04974,,5,6,5,1,,,,,,,,,,,,,,17,
2016 Spring,History of Art,HISTART,History of Art,11,001,Intr To Western Art,Darcy Grigsby,04977,4,38,42,11,10,3,,,,,,,,20,,2,,,130,
2016 Spring,History of Art,HISTART,History of Art,27,001,Vis Cultures Africa,Ivy Mills,04998,,4,4,1,1,2,,,,,1,,,4,,,,,17,
2016 Spring,History of Art,HISTART,History of Art,100,001,Theories & Methods,Lauren Kroiz,05013,,11,12,11,3,2,1,,,,,,,5,,1,,,46,
2016 Spring,History of Art,HISTART,History of Art,145A,001,Rmn Painting,Christopher Hallett,05028,2,3,9,,1,2,1,,,,,,,2,1,,,,21,
2016 Spring,History of Art,HISTART,History of Art,151,001,Late Antiquity,Diliana Angelova,05037,,8,3,2,,1,,,,,,,,2,,,,,16,
2016 Spring,History of Art,HISTART,History of Art,169A,001,Elizabethan Renaiss,Elizabeth Honig,05046,,4,4,1,3,,,,,,,,,,,,,,12,
2016 Spring,History of Art,HISTART,History of Art,175,001,Early Modern,Todd Olson,05055,,6,13,2,5,,1,,,,,,,3,,,,,30,
2016 Spring,History of Art,HISTART,History of Art,190F,001,19th-20th Century,Julia Bryan-Wilson,05073,,25,9,5,5,,,,,,,,,3,,,,1,48,
2016 Spring,History of Art,HISTART,History of Art,190M,001,Global Modernism,Anneka Lenssen,05064,,21,9,2,4,1,,,,,,,,3,,,,,40,
2016 Spring,History of Art,HISTART,History of Art,192CU,001,Curatorial,Jacquelynn Baas,05103,3,6,4,1,,,1,,,,,,,,,,,,15,
2016 Spring,History of Art,HISTART,History of Art,192D,001,Renaissance,Beate Fricke,05091,1,4,3,,,,,,,,1,,,,,,,1,10,
2016 Spring,History of Art,HISTART,History of Art,192D,002,Renaissance,Henrike Lange,05094,5,2,3,3,,,,,,,,,,,,,,,13,
2016 Spring,History of Art,HISTART,History of Art,192F,001,19th-20th Century,Christine Hult - Lewis,05097,3,1,2,,1,2,,1,,,,,1,1,,,,,12,
2016 Spring,History of Art,HISTART,History of Art,192F,002,19th-20th Century,Imogen Hart,05100,1,6,3,2,2,,,,,,,,,1,,,,,15,
2016 Spring,History of Art,HISTART,History of Art,198,002,Directed Group Stdy,Anneka Lenssen,05156,,,,,,,,,,,,,,9,,1,,,10,
2016 Spring,Industrial Eng & Ops Research,IND ENG,Industrial Eng & Ops Rsch,95,001,Newton Lect Series,Ikhlaq Sidhu,41002,,,,,,,,,,,,,,93,,2,,,95,
2016 Spring,Industrial Eng & Ops Research,IND ENG,Industrial Eng & Ops Rsch,131,001,Discrete Event Sim,Lee Schruben,41009,4,11,8,8,9,5,5,3,1,,,,,,1,,,1,56,
2016 Spring,Industrial Eng & Ops Research,IND ENG,Industrial Eng & Ops Rsch,153,001,Log Nt Des Supchmgt,Zuo-Jun Shen,41015,2,25,17,7,11,2,1,,,,,,,2,,,,,67,
2016 Spring,Industrial Eng & Ops Research,IND ENG,Industrial Eng & Ops Rsch,161,001,Operations Res Ii,Xin Guo,41018,4,7,8,9,17,5,8,,3,,1,,,,,,,,62,
2016 Spring,Industrial Eng & Ops Research,IND ENG,Industrial Eng & Ops Rsch,162,001,Linp & Netwrk Flows,Dorit Hochbaum,41024,3,12,16,4,6,6,5,2,4,,,,1,,1,,,1,61,
2016 Spring,Industrial Eng & Ops Research,IND ENG,Industrial Eng & Ops Rsch,165,001,Quality Control,Anil Aswani,41030,,31,19,8,5,,,,,,,,,,,1,,,64,
2016 Spring,Industrial Eng & Ops Research,IND ENG,Industrial Eng & Ops Rsch,166,001,Decision Analytics,Shmuel Oren,41039,3,12,6,10,12,8,,2,3,,,,,6,1,1,,,64,
2016 Spring,Industrial Eng & Ops Research,IND ENG,Industrial Eng & Ops Rsch,170,001,Ind Des Human Fact,Kenneth Goldberg,41042,8,30,14,4,2,1,,,,,,,,,,,,,59,
2016 Spring,Industrial Eng & Ops Research,IND ENG,Industrial Eng & Ops Rsch,180,001,Senior Project,Philip Kaminsky,41054,3,14,7,,,,,,,,,,,,,,,,24,
2016 Spring,Industrial Eng & Ops Research,IND ENG,Industrial Eng & Ops Rsch,185,001,Challenge Lab,Kenneth Sandy,41060,4,9,6,5,3,,,,,,,,,3,,,,,30,
2016 Spring,Industrial Eng & Ops Research,IND ENG,Industrial Eng & Ops Rsch,185,002,Challenge Lab,Alberto Todeschini; Kurt Keutzer,41063,3,7,3,1,,,,,,,,,,,,,,,14,
2016 Spring,Industrial Eng & Ops Research,IND ENG,Industrial Eng & Ops Rsch,190A,001,Advance Topics Ieor,Ikhlaq Sidhu,41065,6,53,10,1,,,,,,,,,2,16,,3,,,91,
2016 Spring,Industrial Eng & Ops Research,IND ENG,Industrial Eng & Ops Rsch,190C,001,Advance Topics Ieor,Tommy Law,41264,3,6,4,,,,,,,,,,,4,,,,1,18,
2016 Spring,Industrial Eng & Ops Research,IND ENG,Industrial Eng & Ops Rsch,191,001,Entrepreneurship,Naeem Zafar,41072,3,10,9,10,2,,,,,,,,,7,,,,,41,
2016 Spring,Industrial Eng & Ops Research,IND ENG,Industrial Eng & Ops Rsch,192,001,Bme Bootcamp,Gigi Wang,41075,1,80,,,,,,,,,,,,1,3,,,,85,
2016 Spring,Industrial Eng & Ops Research,IND ENG,Industrial Eng & Ops Rsch,195,001,Newton Lect Series,Ikhlaq Sidhu,41077,,,,,,,,,,,,,,130,2,4,,,136,
2016 Spring,Industrial Eng & Ops Research,IND ENG,Industrial Eng & Ops Rsch,198,003,Directed Group Stdy,Rhonda Righter,41084,,,,,,,,,,,,,,30,,1,,,31,
2016 Spring,Information,INFO,Information,C8,001,Foundation Data Sci,John Denero,41502,5,20,11,12,7,8,2,2,1,1,,,,25,,2,,2,98,
2016 Spring,Information,INFO,Information,88A,002,Data And Ethics,Anna Hoffmann,41505,,9,6,1,,,,,,,,,,1,,,,,17,
2016 Spring,Information,INFO,Information,C103,001,History Of Info,Dana Rubin; Geoffrey Nunberg; Paul Duguid,41506,1,4,3,3,3,,1,,1,,,,,,,1,,,17,
2016 Spring,Information,INFO,Information,C167,001,Virtul Comm/Soc Med,Edwin Lin,41509,1,21,4,1,1,,,,,,,,,,,1,,,29,
2016 Spring,Integrative Biology,INTEGBI,Integrative Biology,24,006,Freshman Seminars,Roy Caldwell,42118,1,8,,,1,,,,,,,,,1,,,,,11,
2016 Spring,Integrative Biology,INTEGBI,Integrative Biology,24,008,Freshman Seminars,Han Lim,42124,1,3,1,3,,,,,,,,,,5,,,,,13,
2016 Spring,Integrative Biology,INTEGBI,Integrative Biology,31,001,Ecol/Evol Anml Behv,Timothy Markowitz,42133,,9,4,1,,2,,1,,,,,3,4,,1,,,25,
2016 Spring,Integrative Biology,INTEGBI,Integrative Biology,32,001,Bioinspired Design,Robert Full,42148,38,45,5,1,2,1,,,,,,,,12,,,,,104,
2016 Spring,Integrative Biology,INTEGBI,Integrative Biology,98,001,Directed Group Stdy,Brent Mishler; Samantha Saunders; Shana Singh,42175,,,,,,,,,,,,,,56,,1,,,57,
2016 Spring,Integrative Biology,INTEGBI,Integrative Biology,103LF,001,Invertebrt Zoology,Jenna Judge,42259,1,4,4,,10,1,4,2,,,,,,,,,,1,27,
2016 Spring,Integrative Biology,INTEGBI,Integrative Biology,104LF,001,Hist Of Vertebrate,Alan Shabel; Andrew Rush; Jimmy Mcguire,42268,2,11,2,2,10,3,,2,,,,,,4,,1,,,37,
2016 Spring,Integrative Biology,INTEGBI,Integrative Biology,113L,001,Pal Pers Ecol Evol,Charles Marshall,42283,4,17,14,13,8,1,3,5,2,,,1,,2,,,,,70,
2016 Spring,Integrative Biology,INTEGBI,Integrative Biology,C129L,001,Human Physiol Assmt,Sue Johannessen,42301,,7,2,1,1,3,,,1,,,,,,,,,,15,
2016 Spring,Integrative Biology,INTEGBI,Integrative Biology,132,001,Surv Human Physiol,George Brooks; Noopur Amin,42310,12,11,27,15,35,21,16,12,19,,7,4,7,10,1,3,,,200,
2016 Spring,Integrative Biology,INTEGBI,Integrative Biology,132L,001,Mammal Physiol Lab,Erik Sathe; Timothy Markowitz,42358,,16,3,3,,,,,,,,,,,,,,,22,
2016 Spring,Integrative Biology,INTEGBI,Integrative Biology,132L,002,Mammal Physiol Lab,Kristin Parrinella; Timothy Markowitz,42361,,11,10,1,,,,,,,,,,,,,,,22,
2016 Spring,Integrative Biology,INTEGBI,Integrative Biology,132L,003,Mammal Physiol Lab,Sofia Chang; Timothy Markowitz,42364,,5,11,2,,,,,,,,,,,,,,,18,
2016 Spring,Integrative Biology,INTEGBI,Integrative Biology,132L,004,Mammal Physiol Lab,Erik Sathe; Timothy Markowitz,42367,,15,4,1,,,,,,,1,,,,,,,,21,
2016 Spring,Integrative Biology,INTEGBI,Integrative Biology,132L,005,Mammal Physiol Lab,Kristin Parrinella; Timothy Markowitz,42370,,11,11,,,,,,,,,,,,,,,,22,
2016 Spring,Integrative Biology,INTEGBI,Integrative Biology,132L,006,Mammal Physiol Lab,Sofia Chang; Timothy Markowitz,42373,,9,7,4,,,,,,,,,,,,1,,,21,
2016 Spring,Integrative Biology,INTEGBI,Integrative Biology,132L,007,Mammal Physiol Lab,Micha Zheng; Timothy Markowitz,42376,,12,9,1,,,,,,,,,,,,,,,22,
2016 Spring,Integrative Biology,INTEGBI,Integrative Biology,132L,008,Mammal Physiol Lab,Micha Zheng; Timothy Markowitz,42379,,13,7,,,,,,,,,,,,,,,,20,
2016 Spring,Integrative Biology,INTEGBI,Integrative Biology,135,001,Organism Mechanics,Mimi Koehl; Robert Dudley,42382,3,8,10,1,9,2,2,4,1,,1,,1,2,,1,,,45,
2016 Spring,Integrative Biology,INTEGBI,Integrative Biology,138,001,Comparat Endocrino,George Bentley,42394,,4,4,,5,2,1,,,,,,,1,,,,,17,
2016 Spring,Integrative Biology,INTEGBI,Integrative Biology,140,001,Bio Human Reprod,Thomas Carlson,42403,12,58,33,31,43,12,12,23,18,,6,1,,12,,1,,,262,
2016 Spring,Integrative Biology,INTEGBI,Integrative Biology,C143B,001,Hormones & Behavior,Lance Kriegsfeld,42472,3,55,9,15,16,5,1,6,,2,3,1,1,13,,4,,2,136,
2016 Spring,Integrative Biology,INTEGBI,Integrative Biology,150,001,Evol Environ Physio,Caroline Williams,42511,,3,3,1,,3,,,,,,,,,,,,,10,
2016 Spring,Integrative Biology,INTEGBI,Integrative Biology,166,001,Evol Biogeography,Anthony Barnosky,42526,5,12,7,2,3,,,,1,1,1,,,1,,,,,33,
2016 Spring,Integrative Biology,INTEGBI,Integrative Biology,167,001,Evolution And Earth,Nipam Patel; Seth Finnegan,42535,1,14,7,10,3,6,10,3,8,,1,,2,1,,1,,,67,
2016 Spring,Integrative Biology,INTEGBI,Integrative Biology,168L,001,Syst Vasc Plant Lab,Ingrid Jordon-Thaden,42556,3,1,,1,1,2,,,1,,,,,1,,,,,10,
2016 Spring,Integrative Biology,INTEGBI,Integrative Biology,169,001,Evol Medicine,Thomas Carlson,42565,11,56,26,31,54,9,3,17,5,,,,,2,,1,,,215,
2016 Spring,Integrative Biology,INTEGBI,Integrative Biology,171,001,Freshwater Ecology,Mary Power,42594,2,7,8,5,3,2,,,,,,,,1,,,,2,30,
2016 Spring,Integrative Biology,INTEGBI,Integrative Biology,181L,001,Paleobotany,Cynthia Looy,42598,3,5,6,4,2,1,1,2,,,,,,,,,,1,25,
2016 Spring,Integrative Biology,INTEGBI,Integrative Biology,190,001,Undergrad Seminar,Kelly Agnew,44623,3,7,1,2,1,,,,1,,,,,,,,,,15,
2016 Spring,Interdisc Social Science Pgms,ASIANST,Asian Studies,150,001,Special Topics,Crystal Cohen,05765,,1,3,1,1,1,,1,,,,1,,,,,,1,10,
2016 Spring,Interdisc Social Science Pgms,ASIANST,Asian Studies,150,004,Special Topics,Jack Davey,05774,,1,4,1,1,1,,,,,1,,,1,,,,,10,
2016 Spring,Interdisc Social Science Pgms,ASIANST,Asian Studies,198,003,Directed Group Stdy,Robert Berring,05795,,,,,,,,,,,,,,10,,1,,,11,
2016 Spring,Interdisc Social Science Pgms,ASIANST,Asian Studies,198,004,Directed Group Stdy,Jack Davey,05797,,,,,,,,,,,,,,8,,2,,,10,
2016 Spring,Interdisc Social Science Pgms,COG SCI,Cognitive Science,1,001,Intro To Cogsci,Paul Li,16003,1,15,23,22,28,18,13,12,4,,2,,,10,,,,,148,
2016 Spring,Interdisc Social Science Pgms,COG SCI,Cognitive Science,88,001,Data Science Mind,Terrance Regier,16023,4,5,1,,,,,,1,,,,,9,,2,,,22,
2016 Spring,Interdisc Social Science Pgms,COG SCI,Cognitive Science,98,003,Directed Group Stdy,David Presti; Sahar Yousef,16030,,,,,,,,,,,,,,28,,1,,,29,
2016 Spring,Interdisc Social Science Pgms,COG SCI,Cognitive Science,98,004,Directed Group Stdy,David Presti; Justin Riddle,16033,,,,,,,,,,,,,,23,,2,,,25,
2016 Spring,Interdisc Social Science Pgms,COG SCI,Cognitive Science,C101,001,Mind And Language,Eve Sweetser,16042,1,4,8,2,8,9,7,4,1,1,3,2,5,7,,5,,,67,
2016 Spring,Interdisc Social Science Pgms,COG SCI,Cognitive Science,C103,001,History Of Info,Dana Rubin; Paul Duguid,16072,,,3,2,1,3,3,,,,,,2,1,,,,1,16,
2016 Spring,Interdisc Social Science Pgms,COG SCI,Cognitive Science,C126,001,Perception,David Whitney,16075,,10,8,25,10,31,22,28,3,2,,,1,5,,,,,145,
2016 Spring,Interdisc Social Science Pgms,COG SCI,Cognitive Science,C140,001,Quantitative Method,Keith Johnson,16114,,,2,3,1,5,,,,,,,1,2,,,,,14,
2016 Spring,Interdisc Social Science Pgms,COG SCI,Cognitive Science,C142,001,Language & Thou,Terrance Regier,16129,,2,4,7,6,2,,,,,1,,,1,,,,,23,
2016 Spring,Interdisc Social Science Pgms,COG SCI,Cognitive Science,198,003,Directed Group Stdy,David Presti; Sahar Yousef,16201,,,,,,,,,,,,,,37,,1,,,38,
2016 Spring,Interdisc Social Science Pgms,COG SCI,Cognitive Science,198,004,Directed Group Stdy,David Presti; Justin Riddle,16204,,,,,,,,,,,,,,16,,2,,,18,
2016 Spring,Interdisc Social Science Pgms,DEV STD,Development Studies,C100,001,His Dev/Underdev,Gillian Hart,18703,6,22,20,10,12,8,6,5,3,2,5,4,9,6,1,,,,119,
2016 Spring,Interdisc Social Science Pgms,GPP,Global Poverty & Practice,105,001,Global Practice,Clare Talwalker,38303,,7,10,7,1,,,,1,,,,,,,,,,26,
2016 Spring,Interdisc Social Science Pgms,GPP,Global Poverty & Practice,105,002,Global Practice,Clare Talwalker,38312,,5,8,4,1,,,,,,,,,,,,,1,19,
2016 Spring,Interdisc Social Science Pgms,GPP,Global Poverty & Practice,105,003,Global Practice,Khalid Kadir,38321,1,4,7,5,3,2,1,1,,,,,,,,,,1,25,
2016 Spring,Interdisc Social Science Pgms,GPP,Global Poverty & Practice,140,001,Special Topics,Siddharth Kara,38329,1,10,4,2,,,,,,,,,,,2,,,1,20,
2016 Spring,Interdisc Social Science Pgms,GPP,Global Poverty & Practice,150,001,Gpp Special Topics,Khalid Kadir,38330,2,6,2,6,5,,,,,,,,,1,,,,,22,
2016 Spring,Interdisc Social Science Pgms,GPP,Global Poverty & Practice,196,001,Global Capstone,Cecilia Lucas,38336,,4,5,3,2,,,1,,,,,,,,1,,,16,
2016 Spring,Interdisc Social Science Pgms,IAS,International & Area Stds,45,001,Survy World History,Stephanie Ballenger,46403,1,11,27,29,36,16,6,5,1,1,1,,,5,,1,,,140,
2016 Spring,Interdisc Social Science Pgms,IAS,International & Area Stds,102,001,Scope And Methods,Bruce Newsome,46445,1,,,5,5,4,2,,1,,,,,1,,,,,19,
2016 Spring,Interdisc Social Science Pgms,IAS,International & Area Stds,102,002,Scope And Methods,Bruce Newsome,46447,,2,2,,3,2,,1,,,,,,3,,,,,13,
2016 Spring,Interdisc Social Science Pgms,IAS,International & Area Stds,106,001,Inter Micro Theory,Sarah Reynolds,46448,9,14,12,7,16,5,8,12,2,1,1,,3,1,,2,,2,95,
2016 Spring,Interdisc Social Science Pgms,IAS,International & Area Stds,150,001,Adv Std In Ias,Peter Bartu,46478,,11,4,1,1,2,,,,,,,,4,,,,,23,
2016 Spring,Interdisc Social Science Pgms,IAS,International & Area Stds,150,004,Adv Std In Ias,Bruce Newsome,46484,,4,1,6,3,,,,,,,,,8,,1,,,23,
2016 Spring,Interdisc Social Science Pgms,IAS,International & Area Stds,150,005,Adv Std In Ias,Crystal Cohen,46487,,2,10,6,3,1,,,,,,,,3,,,,,25,
2016 Spring,Interdisc Social Science Pgms,IAS,International & Area Stds,157AC,001,"Eng,Envrn & Society",Khalid Kadir,46490,,,6,3,1,,,,,,,,,,,,,,10,
2016 Spring,Interdisc Social Science Pgms,IAS,International & Area Stds,C175,001,Econ Climate Chg,David Anthoff,46507,,3,8,2,,,,,,,,,,,,,,,13,
2016 Spring,Interdisc Social Science Pgms,IAS,International & Area Stds,194,001,Senior Sem In Ias,David Beecher,46511,,,5,4,4,1,,,,,,,,1,,,,2,17,
2016 Spring,Interdisc Social Science Pgms,LATAMST,Latin American Studies,150,001,Advanced Studies,Tiffany Page,49103,,5,6,4,6,1,1,,1,,,1,,3,,1,,,29,
2016 Spring,Interdisc Social Science Pgms,M E STU,Middle Eastern Studies,10,001,Intro Middle East,David Stenner,57003,,5,8,1,9,2,,1,,1,,,2,4,,3,,,36,
2016 Spring,Interdisc Social Science Pgms,M E STU,Middle Eastern Studies,130,001,Cross-Listed Topics,Peter Bartu,57009,,10,7,,,,,,,,,,,,,,,,17,
2016 Spring,Interdisc Social Science Pgms,M E STU,Middle Eastern Studies,150,001,Adv Std Middle East,Emily Gottreich,57015,,2,2,3,1,1,,,,,,,,2,,1,,,12,
2016 Spring,Interdisc Social Science Pgms,M E STU,Middle Eastern Studies,150,002,Adv Std Middle East,David Stenner,57018,,3,,1,1,,1,1,2,,,,,1,1,3,,,14,
2016 Spring,Interdisc Social Science Pgms,PACS,Peace & Conflict Studies,10,001,Introd To Pacs,Darren Zook,66703,2,23,37,29,23,8,3,1,,,,,1,27,,3,,,157,
2016 Spring,Interdisc Social Science Pgms,PACS,Peace & Conflict Studies,100,001,Peace Theories,Karenjot Bhangoo Randhawa,66733,9,13,10,2,6,1,,,,,,,,2,,1,,2,46,
2016 Spring,Interdisc Social Science Pgms,PACS,Peace & Conflict Studies,127,001,Hr And Global Poli,Tetsushi Ogata,66745,,16,12,6,11,5,4,1,1,,,,1,12,,2,,,71,
2016 Spring,Interdisc Social Science Pgms,PACS,Peace & Conflict Studies,130,001,Cross-Listed Topics,Peter Bartu,66747,,8,10,15,2,1,1,,,,,,,1,,1,,,39,
2016 Spring,Interdisc Social Science Pgms,PACS,Peace & Conflict Studies,135,001,Regional Conflict,Darren Zook,66748,5,38,20,7,7,2,,,,,,,2,9,1,,,,91,
2016 Spring,Interdisc Social Science Pgms,PACS,Peace & Conflict Studies,149,001,Global Change,Manuela Travaglianti,66760,3,14,10,3,2,2,2,2,,,,,2,10,,,,1,51,
2016 Spring,Interdisc Social Science Pgms,PACS,Peace & Conflict Studies,151,001,Internat Conflict,Karenjot Bhangoo Randhawa,66769,,12,17,8,1,,,,,,,,,7,,1,,1,47,
2016 Spring,Interdisc Social Science Pgms,PACS,Peace & Conflict Studies,190,001,Senior Seminar,Tetsushi Ogata,66772,,14,6,1,2,,,,,,,,,,,,,2,25,
2016 Spring,Interdisc Social Science Pgms,POLECON,Political Economy,24,001,Freshman Seminar,Alan Karras,71203,,,,,,,,,,,,,,13,,1,,,14,
2016 Spring,Interdisc Social Science Pgms,POLECON,Political Economy,100,001,Theory Of Pol Econ,Clare Talwalker,71206,,14,24,32,50,21,8,1,,,,,,4,,,,1,155,
2016 Spring,Interdisc Social Science Pgms,POLECON,Political Economy,101,001,Contemp Theo Pol Ec,David Beecher,71227,,8,21,28,40,22,10,3,1,,1,1,3,6,,2,,,146,
2016 Spring,Interdisc Social Science Pgms,POLECON,Political Economy,150,001,Advanced Study Peis,Lanchih Po,71248,,8,2,4,,,,,,,,,,2,,,,,16,
2016 Spring,Interdisc Social Science Pgms,POLECON,Political Economy,160,001,Pe His Context,Stephanie Ballenger,71254,,2,1,5,6,1,,,,,,,,1,,,,,16,
2016 Spring,Italian Studies,ITALIAN,Italian Studies,1,003,Elementary Italian,Giuliana Perco; Kathleen Driscoll,46909,1,4,3,1,,1,1,,,,,,,1,,1,,,13,
2016 Spring,Italian Studies,ITALIAN,Italian Studies,1,004,Elementary Italian,Giuliana Perco; Matthew Mason,46912,,2,5,2,3,,,,,,,,,4,,,,,16,
2016 Spring,Italian Studies,ITALIAN,Italian Studies,1S,001,Int Ital Span Speak,Anna Bellezza,46918,,1,,2,2,2,,,,,,,,1,1,1,,,10,
2016 Spring,Italian Studies,ITALIAN,Italian Studies,2,001,Elementary Italian,Katherine Noson,46927,,3,1,1,2,,,,2,1,,,,2,,,,,12,
2016 Spring,Italian Studies,ITALIAN,Italian Studies,3,001,Interm Italian,Mara Mauri Jacobsen,46939,3,6,1,,,,,,,,,,,3,,,,,13,
2016 Spring,Italian Studies,ITALIAN,Italian Studies,R5B,001,Reading & Comp,Stanley Levers,46945,,14,3,3,,,,,1,,,,,,,,,,21,
2016 Spring,Italian Studies,ITALIAN,Italian Studies,70,001,Italian Cinema,Noa Steimatsky,46951,1,2,2,7,1,,,,,,,,,6,,,,,19,
2016 Spring,Jewish Studies Program,JEWISH,Jewish Studies,39N,001,Fresh/Soph Seminar,Rebecca Golbert,47806,,5,5,1,,,,,,,,,,4,,1,,,16,
2016 Spring,Jewish Studies Program,JEWISH,Jewish Studies,101,001,Jscultural Legacies,Benjamin Brinner; Joseph Rosen,47818,2,6,3,2,,,,,,,,,,,,,,,13,
2016 Spring,Jewish Studies Program,JEWISH,Jewish Studies,120,001,Special Topics,Hila Shamir,47821,1,2,6,1,,,,,,,,,,2,,,,1,13,
2016 Spring,Journalism,JOURN,Journalism,C141,001,Understand Journ,Thomas Goldstein,48006,,2,6,,6,3,2,,,,,,,1,,,,,20,
2016 Spring,Journalism,JOURN,Journalism,198,001,Directed Group Stdy,Abbie Van Sickle,48009,,,,,,,,,,,,,,10,1,,,,11,
2016 Spring,Landscape Arch & Env Plan,LD ARCH,Landscape Arch & Env Plan,1,001,Draw Green Future,Charles Sullivan; Robert Glass,48503,10,31,16,,1,,,,1,,,,,3,,2,,,64,
2016 Spring,Landscape Arch & Env Plan,LD ARCH,Landscape Arch & Env Plan,102,001,Case Studies,Carl Kullmann,48509,3,6,7,2,,,,,,,,,,,,,,1,19,
2016 Spring,Landscape Arch & Env Plan,LD ARCH,Landscape Arch & Env Plan,112,001,Landscape Plants,Dawn Kooyumjian,48515,,14,4,3,3,7,1,6,,,2,3,,,1,,,,44,
2016 Spring,Landscape Arch & Env Plan,LD ARCH,Landscape Arch & Env Plan,121,001,Dn Detail Landconst,Caren Yglesias,48521,1,7,4,7,6,2,,,1,,,1,,,,,,2,31,
2016 Spring,Landscape Arch & Env Plan,LD ARCH,Landscape Arch & Env Plan,130,001,Sustain Landscapes,Kimberlee Stryker,48530,,28,22,15,1,8,2,1,2,,,,,,,1,,2,82,
2016 Spring,Landscape Arch & Env Plan,LD ARCH,Landscape Arch & Env Plan,136,001,Adv Land Deline,Charles Sullivan,48542,4,4,18,6,2,3,,1,,,,,,,,,,,38,
2016 Spring,Landscape Arch & Env Plan,LD ARCH,Landscape Arch & Env Plan,140,001,Open Space Design,Patricia Algara,48545,8,3,9,2,4,1,,,,,,,,,,,,,27,
2016 Spring,Landscape Arch & Env Plan,LD ARCH,Landscape Arch & Env Plan,160,001,Practice Seminar,Nathan Lozier,48548,,11,7,3,,,,,,,,,,,,,,,21,
2016 Spring,Landscape Arch & Env Plan,LD ARCH,Landscape Arch & Env Plan,170,001,Hist/Lit Ld Arch,Caren Yglesias,48551,5,17,1,9,13,5,,2,2,,,,1,,,1,,3,59,
2016 Spring,Landscape Arch & Env Plan,LD ARCH,Landscape Arch & Env Plan,C177,001,Gis And Environment,Gregory Biging; John Radke,48554,1,1,1,4,1,1,,,,,,,,2,,,,,11,
2016 Spring,Landscape Arch & Env Plan,LD ARCH,Landscape Arch & Env Plan,198,001,Directed Group Stdy,Charles Sullivan,48558,,,,,,,,,,,,,,10,,4,,,14,
2016 Spring,Law,LEGALST,Legal Studies,R1B,002,Reading & Comp,Adam Hill; Jonathan Marshall,51503,,5,5,5,,,1,,1,,,,,,,1,,,18,
2016 Spring,Law,LEGALST,Legal Studies,107,001,Theories Of Justice,Christopher Kutz,51539,4,14,11,22,23,11,7,3,5,1,,,1,4,,1,,3,110,
2016 Spring,Law,LEGALST,Legal Studies,132AC,001,Immgrtn & Citiznshp,Letitia Volpp,51560,,20,14,23,16,14,9,3,3,,2,,1,15,,1,,,121,
2016 Spring,Law,LEGALST,Legal Studies,138,001,Sup Ct & Pub Pol,Thomas Burke,51581,,21,14,6,10,12,8,7,2,2,,,,2,,,,2,86,
2016 Spring,Law,LEGALST,Legal Studies,153,001,Law & Soc In Asia,Jonathan Marshall,51605,2,6,6,7,8,3,5,2,1,,1,,2,5,,1,,,49,
2016 Spring,Law,LEGALST,Legal Studies,154,001,Intl Human Rights,Eric Stover; Kimberly Koenig,51614,2,25,8,20,14,8,3,12,6,1,1,,,5,,,,2,107,
2016 Spring,Law,LEGALST,Legal Studies,160,001,Punishment Cult Soc,Richard Perry,51635,1,18,35,38,13,9,8,,,,,,,3,,1,,,126,
