CourseID,CNUM,SECTION,INSTNAME,A +,A,A -,B +,B,B -,C +,C,C -,D +,D,D -,F
CLASSIC,130,2,T MURPHY,0,18,4,4,0,1,1,0,0,0,0,0,0,1,,0,,1
CLASSIC,130,3,L PIERACCINI,0,2,2,1,0,2,0,0,0,0,0,0,0,2,,0,,0
CLASSIC,198,2,T MURPHY,0,0,0,0,0,0,0,0,0,0,0,0,0,14,,1,,0
GREEK,1,1,N PAPAZARKADAS,1,0,0,1,0,1,0,0,0,0,0,0,2,1,,1,,0
GREEK,1,2,D WALIN,3,3,0,3,1,0,0,0,0,0,0,0,0,1,,0,,1
GREEK,40,1,A BULLOCH,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0
GREEK,100,1,G FERRARI,1,7,7,2,1,0,0,1,0,0,0,0,0,0,,0,,0
GREEK,102,1,D SAILOR,0,4,2,0,1,0,0,0,0,0,0,0,0,0,,0,,0
GREEK,125,1,T HICKEY,1,3,1,1,1,0,1,0,0,0,0,0,0,0,,0,,1
GREEK,198,1,G FERRARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0
LATIN,1,1,D MCLEOD,6,2,0,1,2,0,0,0,0,0,0,0,0,1,,0,,0
LATIN,1,2,E WEAVERDYCK,1,4,6,1,1,0,0,1,0,0,0,0,1,0,,2,,0
LATIN,1,3,N WEISS,0,7,3,3,1,0,0,0,0,0,1,0,0,1,,1,,1
LATIN,1,4,S COCHRAN,0,3,1,0,3,1,0,0,0,0,0,0,0,1,,2,,0
LATIN,2,1,A PISARELLO,2,5,1,0,0,1,0,0,0,0,0,0,0,2,,0,,0
LATIN,10,1,J LANIER,4,1,1,1,0,1,0,0,0,0,1,1,1,0,,0,,1
LATIN,100,1,T MURPHY,2,3,0,1,0,0,0,1,0,0,0,0,0,0,,0,,0
LATIN,101,1,J HUDSON,0,2,5,1,1,1,0,0,1,0,0,0,0,0,,0,,0
LATIN,116,1,S FURIYA,0,3,1,1,1,1,1,0,0,0,0,0,0,1,,0,,1
LATIN,140,1,F BEZNER,0,10,3,2,1,0,0,0,0,0,0,0,0,0,,0,,0
COLWRIT,1,1,M BAPTISTE,0,0,0,0,0,0,0,0,0,0,0,0,0,14,,0,,0
COLWRIT,1,2,M BAPTISTE,0,0,0,0,0,0,0,0,0,0,0,0,0,13,,0,,0
COLWRIT, 010A,1,C HILL,0,12,4,0,0,0,0,0,0,0,0,0,0,1,,0,,0
COLWRIT, 010A,2,J LEVINE,0,6,7,3,0,0,0,0,0,0,0,0,0,0,,0,,0
COLWRIT, 050AC,1,P STEENLAND,0,1,0,1,1,0,0,0,0,0,0,0,0,1,,0,,0
COLWRIT,105,1,P HAMMONS,0,11,5,1,1,0,0,0,0,0,0,0,0,1,,0,,0
